#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
UBE2B	UBE2N	9606.ENSP00000265339	9606.ENSP00000316176	0	0	0	0.899	0.157	0.136	0.900	0.146	0.929
UBE2B	UBE2V2	9606.ENSP00000265339	9606.ENSP00000428209	0	0	0	0	0.102	0.522	0.720	0.756	0.966
UBE2N	UBE2V2	9606.ENSP00000316176	9606.ENSP00000428209	0	0	0	0	0.377	0.997	0.900	0.999	0.999
USP1	WDR48	9606.ENSP00000343526	9606.ENSP00000307491	0	0	0	0	0.062	0.997	0.900	0.998	0.999
WRN	XRCC3	9606.ENSP00000298139	9606.ENSP00000451974	0.042	0	0	0	0.064	0.605	0.500	0.829	0.964
WRN	XRCC5	9606.ENSP00000298139	9606.ENSP00000375978	0	0	0	0	0.055	0.865	0	0.953	0.993
WRN	XRCC6	9606.ENSP00000298139	9606.ENSP00000352257	0	0	0	0	0.072	0.939	0	0.982	0.998
XAB2	XPA	9606.ENSP00000351137	9606.ENSP00000364270	0	0	0	0	0.086	0.292	0	0.972	0.980
XPA	XPC	9606.ENSP00000364270	9606.ENSP00000285021	0	0	0	0	0.067	0.535	0.540	0.917	0.981
XPC	ZSWIM7	9606.ENSP00000285021	9606.ENSP00000382218	0	0	0	0	0	0	0.900	0	0.900
XPC	XRCC4	9606.ENSP00000285021	9606.ENSP00000421491	0	0	0	0	0.056	0	0.900	0.240	0.921
XPC	XRCC5	9606.ENSP00000285021	9606.ENSP00000375978	0	0	0	0	0.060	0.249	0.900	0.421	0.953
XPC	XRCC6	9606.ENSP00000285021	9606.ENSP00000352257	0	0	0	0	0.066	0.729	0.900	0.281	0.979
XRCC1	XRCC3	9606.ENSP00000262887	9606.ENSP00000451974	0	0	0	0	0.096	0	0	0.906	0.911
XRCC1	XRCC5	9606.ENSP00000262887	9606.ENSP00000375978	0	0	0	0	0.067	0	0.360	0.877	0.920
XRCC1	XRCC4	9606.ENSP00000262887	9606.ENSP00000421491	0	0	0	0	0.054	0	0.360	0.909	0.940
XRCC1	XRCC6	9606.ENSP00000262887	9606.ENSP00000352257	0	0	0	0	0.097	0.746	0.360	0.913	0.985
XRCC2	XRCC3	9606.ENSP00000352271	9606.ENSP00000451974	0	0	0	0	0.064	0.130	0.900	0.995	0.999
XRCC4	XRCC6	9606.ENSP00000421491	9606.ENSP00000352257	0	0	0	0	0.055	0.940	0.900	0.999	0.999
XRCC4	XRCC5	9606.ENSP00000421491	9606.ENSP00000375978	0	0	0	0	0.060	0.897	0.900	0.999	0.999
XRCC4	ZSWIM7	9606.ENSP00000421491	9606.ENSP00000382218	0	0	0	0	0.042	0	0.900	0	0.900
XRCC5	XRCC6	9606.ENSP00000375978	9606.ENSP00000352257	0	0	0.230	0	0.574	0.999	0.900	0.999	0.999
XRCC5	ZSWIM7	9606.ENSP00000375978	9606.ENSP00000382218	0	0	0	0	0	0	0.900	0	0.900
XRCC6	ZSWIM7	9606.ENSP00000352257	9606.ENSP00000382218	0	0	0	0	0	0	0.900	0	0.900
