Cancer	Feature	P	FDR	Significance	P_label	FDR_label
CHOL	HALLMARK_ESTROGEN_RESPONSE_LATE	0.0020997900209979	0.00428835767153431	**	P = 0.0021	P = 0.00429
CHOL	HALLMARK_FATTY_ACID_METABOLISM	0.075992400759924	0.103434101034341	ns	P = 0.076	P = 0.103
CHOL	HALLMARK_G2M_CHECKPOINT	9.99900009999e-05	0.000306556556556557	***	P < 0.001	P < 0.001
CHOL	HALLMARK_GLYCOLYSIS	9.99900009999e-05	0.000306556556556557	***	P < 0.001	P < 0.001
CHOL	HALLMARK_HEDGEHOG_SIGNALING	0.00292044310171198	0.005443900054439	**	P = 0.00292	P = 0.00544
CHOL	HALLMARK_HEME_METABOLISM	9.99900009999e-05	0.000306556556556557	***	P < 0.001	P < 0.001
CHOL	HALLMARK_HYPOXIA	0.0356964303569643	0.0564233899190726	ns	P = 0.0357	P = 0.0564
CHOL	HALLMARK_IL2_STAT5_SIGNALING	0.0655934406559344	0.0945317232982584	ns	P = 0.0656	P = 0.0945
CHOL	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.1447	0.1772575	ns	P = 0.145	P = 0.177
CHOL	HALLMARK_INFLAMMATORY_RESPONSE	0.214078592140786	0.249758357497584	ns	P = 0.214	P = 0.25
CHOL	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.200979902009799	0.240195492645857	ns	P = 0.201	P = 0.24
CHOL	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.686031396860314	0.715224222258625	ns	P = 0.686	P = 0.715
CHOL	HALLMARK_KRAS_SIGNALING_DN	0.381961803819618	0.425366554253665	ns	P = 0.382	P = 0.425
CHOL	HALLMARK_KRAS_SIGNALING_UP	0.0075992400759924	0.0124120921241209	*	P = 0.0076	P = 0.0124
CHOL	HALLMARK_MITOTIC_SPINDLE	9.99900009999e-05	0.000306556556556557	***	P < 0.001	P < 0.001
CHOL	HALLMARK_MTORC1_SIGNALING	9.99900009999e-05	0.000306556556556557	***	P < 0.001	P < 0.001
