Cancer,Feature,Display,Category,Method,Source,Canonical,N_Low,N_High,Median_Low,Median_High,Effect,P,FDR,Significance,P_label,FDR_label,Feature_ID,Feature_Label,FDR_significance_rule,Effect_z,Signed_FDR_score
TGCT,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/TGCT/TGCT_TIDE_score_long.csv,TAMM2,75,75,0.00466536328097895,0.0122038266045341,0.00753846332355515,0.000101689611594512,0.000172124970743625,***,P=1.02e-04,FDR=1.72e-04,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",1.34250663888602,3.76415612055279
TGCT,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/TGCT/TGCT_TIDE_score_long.csv,MDSC,75,75,0.0275599098330191,0.0496479040216954,0.0220879941886763,0.000103274982446175,0.000172124970743625,***,P=1.03e-04,FDR=1.72e-04,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",1.65652650550525,3.76415612055279
TGCT,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,77,79,0.0210518683592178,0.0189956452403442,-0.00205622311887364,0.618414929267727,0.618414929267727,"",P=0.618,FDR=0.618,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.859768557631429,0
THCA,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/THCA/THCA_TIDE_score_long.csv,MDSC,252,252,0.0180252747361701,0.0203237442511719,0.0022984695150018,0.000732981494270091,0.00366490747135046,**,P=7.33e-04,FDR=0.00366,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.990722761439443,2.4359369856038
THCA,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,287,284,0.0113549315746843,0.0124604301228595,0.00110549854817514,0.0205459517896308,0.0513648794740769,"",P=0.0205,FDR=0.0514,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.341606993564492,0
THCA,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/THCA/THCA_TIDE_score_long.csv,DYSFUNCTION,252,252,-0.0408111724780072,-0.0507057934050705,-0.00989462092706325,0.0692049276830476,0.115341546138413,"",P=0.0692,FDR=0.115,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",1.45729614273527,0
THCA,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/THCA/THCA_TIDE_score_long.csv,TAMM2,252,252,-0.000500339594228041,-0.000900283415482856,-0.000399943821254816,0.803151050949733,0.803151050949733,"",P=0.803,FDR=0.803,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.457377194370718,0
THYM,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/THYM/THYM_TIDE_score_long.csv,TAMM2,60,60,0.0189231396611085,0.0277362466227937,0.0088131069616852,1.2862335707758e-06,6.43116785387899e-06,****,P=1.29e-06,FDR=6.43e-06,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",1.63150800094563,4
THYM,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/THYM/THYM_TIDE_score_long.csv,DYSFUNCTION,60,60,-0.0356541679173681,-0.0595411961629647,-0.0238870282455966,0.0131389074904481,0.0328472687261203,*,P=0.0131,FDR=0.0328,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",1.16848584865305,-1.4835007364996
THYM,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,60,62,0.00698751660453371,0,-0.00698751660453371,0.0308746992729343,0.0514578321215571,"",P=0.0309,FDR=0.0515,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-1.66793797116105,0
THYM,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/THYM/THYM_TIDE_score_long.csv,MDSC,60,60,0.0262621347979136,0.0289678767622096,0.00270574196429595,0.0977328471119487,0.122166058889936,"",P=0.0977,FDR=0.122,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.936241832229711,0
UCEC,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/UCEC/UCEC_TIDE_score_long.csv,DYSFUNCTION,272,273,-0.133740832959516,-0.252116615528429,-0.118375782568914,7.35274903401469e-40,3.67637451700734e-39,****,P=7.35e-40,FDR=3.68e-39,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.781809358050518,-4
UCEC,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/UCEC/UCEC_TIDE_score_long.csv,MDSC,272,273,0.0342051017828988,0.0492686727227795,0.0150635709398807,5.82018461422252e-24,1.45504615355563e-23,****,P=5.82e-24,FDR=1.46e-23,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.716867791982919,4
UCEC,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/UCEC/UCEC_TIDE_score_long.csv,TAMM2,272,273,0.00122719923799292,0.00463686797260474,0.00340966873461182,0.000802054872385563,0.00133675812064261,**,P=8.02e-04,FDR=0.00134,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.406380474541383,2.87394716893358
UCEC,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,280,297,0.0144743084229059,0.0157482102510056,0.00127390182809976,0.205020518887941,0.256275648609927,"",P=0.205,FDR=0.256,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.314008072435804,0
UCS,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/UCS/UCS_TIDE_score_long.csv,MDSC,28,29,0.04957412178653,0.0617229740116855,0.0121488522251555,0.000382841972703168,0.00191420986351584,**,P=3.83e-04,FDR=0.00191,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.326965199164677,2.71801045027364
UCS,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/UCS/UCS_TIDE_score_long.csv,DYSFUNCTION,28,29,-0.223093611904254,-0.297248687503289,-0.0741550755990355,0.00116075757348164,0.00290189393370409,**,P=0.00116,FDR=0.0029,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.130928178368825,-2.53731846538169
UCS,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/UCS/UCS_TIDE_score_long.csv,TAMM2,28,29,0.0124284903865049,0.014256059466702,0.0018275690801971,0.119628331024065,0.199380551706775,"",P=0.12,FDR=0.199,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.0476692698075918,0
UCS,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,28,29,0.011058876148771,0.0127937559570326,0.00173487980826166,0.228140625574639,0.285175781968299,"",P=0.228,FDR=0.285,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.238460286654879,0
UVM,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,40,40,0.000969203405462811,0.00506560933493613,0.00409640592947332,5.61933065776174e-08,2.80966532888087e-07,****,P=5.62e-08,FDR=2.81e-07,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.14856051954219,4
UVM,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/UVM/UVM_TIDE_score_long.csv,DYSFUNCTION,40,40,-0.151754937322744,-0.259007414837996,-0.107252477515252,6.37006589377463e-07,1.59251647344366e-06,****,P=6.37e-07,FDR=1.59e-06,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.552218771485814,-4
UVM,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/UVM/UVM_TIDE_score_long.csv,MDSC,40,40,0.0378843572672445,0.0388770057694687,0.000992648502224254,0.613431372955167,0.766789216193958,"",P=0.613,FDR=0.767,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-1.16540273864147,0
UVM,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/UVM/UVM_TIDE_score_long.csv,TAMM2,40,40,0.0121435296042053,0.0126644763472669,0.0005209467430616,0.911886916830624,0.911886916830624,"",P=0.912,FDR=0.912,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.248582658051749,0
