Cancer,Feature,Display,Method,Source,Canonical,Low,High,P,FDR,Z_Effect,PlotEffect,Significance,Direction,Feature_Label,Feature_Main_Label,OrderEffect
STAD,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,-0.224330487105543,-0.144094444062526,0.0402063625750858,0.175843103725467,0.0802360430430164,0.0802360430430164,"",Higher in High,"Cytotoxic Lymphocytes
(MCP-counter)",Cytotoxic Lymphocytes,0
STAD,Monocytes_quantiseq,Monocytes,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MONOCYTES,-0.264624772172632,-0.264624772172632,0.0405791777828,0.175843103725467,0,0,"",Higher in High,"Monocytes
(quanTIseq)",Monocytes,0
STAD,CD4+_Tem_xCell,CD4+ Tem,xCell,IOBR::deconvo_tme(method='xcell'),CD4TEM,0.580936749985515,-0.10702228884204,0.047941442470987,0.191765769883948,-0.687959038827555,-0.687959038827555,"",Higher in Low,"CD4+ Tem
(xCell)",CD4+ Tem,0
STAD,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.265751266393462,-0.222643624965139,0.0830810503582727,0.303787906932512,0.0431076414283227,0.0431076414283227,"",Higher in High,"Endothelial Cells
(MCP-counter)",Endothelial Cells,0
STAD,Mast_cells_xCell,Mast Cells,xCell,IOBR::deconvo_tme(method='xcell'),MASTCELLS,-0.574751274938183,-0.134151652064845,0.0876311269997632,0.303787906932512,0.440599622873338,0.440599622873338,"",Higher in High,"Mast Cells
(xCell)",Mast Cells,0
STAD,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.535608701194916,0.130135657212533,0.422940885940732,0,0,"",Higher in High,"Dendritic Cells
(quanTIseq)",Dendritic Cells,0
STAD,DC_xCell,Dc,xCell,IOBR::deconvo_tme(method='xcell'),DC,-0.55354891445248,-0.55354891445248,0.220077077343159,0.536196580303214,0,0,"",Higher in High,"Dc
(xCell)",Dc,0
STAD,T_cells_MCPcounter,T cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),TCELLS,-0.260528591523341,-0.238384230905124,0.226203919074432,0.536196580303214,0.0221443606182168,0.0221443606182168,"",Higher in High,"T cells
(MCP-counter)",T cells,0
STAD,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,-0.403302981221291,-0.403302981221291,0.226852399359052,0.536196580303214,0,0,"",Higher in High,"CD4+ Naive t-Cells
(xCell)",CD4+ Naive t-Cells,0
STAD,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.17435198750865,-0.178879111783665,0.288000886477365,0.604491931220812,-0.0045271242750152,-0.0045271242750152,"",Higher in Low,"B cells
(quanTIseq)",B cells,0
STAD,CD8+_Tem_xCell,CD8+ Tem,xCell,IOBR::deconvo_tme(method='xcell'),CD8TEM,-0.35551947629124,-0.512439334486413,0.315974718184252,0.604491931220812,-0.156919858195173,-0.156919858195173,"",Higher in Low,"CD8+ Tem
(xCell)",CD8+ Tem,0
STAD,ly_Endothelial_cells_xCell,Ly Endothelial Cells,xCell,IOBR::deconvo_tme(method='xcell'),LYENDOTHELIALCELLS,0.568862797155023,0.18622083184508,0.321765374899985,0.604491931220812,-0.382641965309943,-0.382641965309943,"",Higher in Low,"Ly Endothelial Cells
(xCell)",Ly Endothelial Cells,0
STAD,CD4+_Tcm_xCell,CD4+ Tcm,xCell,IOBR::deconvo_tme(method='xcell'),CD4TCM,0.705476313469472,1.17410977299399,0.325495655272745,0.604491931220812,0.468633459524515,0.468633459524515,"",Higher in High,"CD4+ Tcm
(xCell)",CD4+ Tcm,0
STAD,Macrophages_EPIC,Macrophages,EPIC,IOBR::deconvo_tme(method='epic'),MACROPHAGES,-0.0338000007908971,-0.128055114235626,0.366167474640976,0.656576161425199,-0.0942551134447286,-0.0942551134447286,"",Higher in Low,"Macrophages
(EPIC)",Macrophages,0
STAD,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,0.0583167600908396,0.0915183705875467,0.449136681912614,0.778503581981864,0.0332016104967071,0.0332016104967071,"",Higher in High,"Fibroblasts
(MCP-counter)",Fibroblasts,0
STAD,Eosinophils_xCell,Eosinophils,xCell,IOBR::deconvo_tme(method='xcell'),EOSINOPHILS,-0.638759062585804,-0.638759062585804,0.492164469307198,0.808114002904699,0,0,"",Higher in High,"Eosinophils
(xCell)",Eosinophils,0
STAD,CD8+_Tcm_xCell,CD8+ Tcm,xCell,IOBR::deconvo_tme(method='xcell'),CD8TCM,-0.12453561583573,0.107232652186473,0.512646168926491,0.808114002904699,0.231768268022202,0.231768268022202,"",Higher in High,"CD8+ Tcm
(xCell)",CD8+ Tcm,0
STAD,pDC_xCell,Pdc,xCell,IOBR::deconvo_tme(method='xcell'),PDC,-0.364929875207392,-0.256562712381115,0.514596543932039,0.808114002904699,0.108367162826277,0.108367162826277,"",Higher in High,"Pdc
(xCell)",Pdc,0
STAD,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,-0.600917895391911,-0.331995029614487,0.530523721038163,0.808114002904699,0.268922865777423,0.268922865777423,"",Higher in High,"Basophils
(xCell)",Basophils,0
STAD,mv_Endothelial_cells_xCell,Mv Endothelial Cells,xCell,IOBR::deconvo_tme(method='xcell'),MVENDOTHELIALCELLS,0.489088472391412,-0.437136212146551,0.573428337904292,0.808114002904699,-0.926224684537963,-0.926224684537963,"",Higher in Low,"Mv Endothelial Cells
(xCell)",Mv Endothelial Cells,0
STAD,cDC_xCell,Cdc,xCell,IOBR::deconvo_tme(method='xcell'),CDC,-0.422944179874124,-0.626101285776293,0.575004194374497,0.808114002904699,-0.203157105902169,-0.203157105902169,"",Higher in Low,"Cdc
(xCell)",Cdc,0
STAD,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.446969118462668,-0.556667276446472,0.666995402824944,0.89041447739997,-0.109698157983804,-0.109698157983804,"",Higher in Low,"CD4+ Memory t-Cells
(xCell)",CD4+ Memory t-Cells,0
STAD,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.250225785522445,0.543339574655269,0.667810858049977,0.89041447739997,0.793565360177715,0.793565360177715,"",Higher in High,"Adc
(xCell)",Adc,0
STAD,T_cells_CD8_quantiseq,t Cells CD8,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TCELLSCD8,-0.139206977813928,-0.11956291163489,0.769886109441518,0.922582014536341,0.0196440661790378,0.0196440661790378,"",Higher in High,"t Cells CD8
(quanTIseq)",t Cells CD8,0
STAD,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,-0.554505520243695,-0.521623230643059,0.822342041069727,0.922582014536341,0.0328822896006362,0.0328822896006362,"",Higher in High,"Macrophages M2
(quanTIseq)",Macrophages M2,0
STAD,NKT_xCell,NKt,xCell,IOBR::deconvo_tme(method='xcell'),NKT,-0.330679360138412,-0.33067936013841,0.824411992748097,0.922582014536341,1.11022302462516e-15,1.11022302462516e-15,"",Higher in High,"NKt
(xCell)",NKt,0
STAD,iDC_xCell,Idc,xCell,IOBR::deconvo_tme(method='xcell'),IDC,-0.220583557310816,-0.225482746776674,0.877286458157841,0.922582014536341,-0.00489918946585791,-0.00489918946585791,"",Higher in Low,"Idc
(xCell)",Idc,0
STAD,CD8_Tcells_EPIC,CD8 T cells,EPIC,IOBR::deconvo_tme(method='epic'),CD8TCELLS,-0.333307931545169,-0.335781141442514,0.877516273527559,0.922582014536341,-0.0024732098973449,-0.0024732098973449,"",Higher in Low,"CD8 T cells
(EPIC)",CD8 T cells,0
STAD,CAFs_EPIC,CAFs,EPIC,IOBR::deconvo_tme(method='epic'),CAFS,0.279571394193663,0.259557457332309,0.880224885334331,0.922582014536341,-0.0200139368613534,-0.0200139368613534,"",Higher in Low,"CAFs
(EPIC)",CAFs,0
STAD,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.154929055604046,-0.152954668330035,0.88429042220257,0.922582014536341,0.00197438727401131,0.00197438727401131,"",Higher in High,"Myeloid Dendritic Cells
(MCP-counter)",Myeloid Dendritic Cells,0
STAD,CD8+_naive_T-cells_xCell,CD8+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD8NAIVETCELLS,-0.217299375278607,0.157580357672984,0.887098090900328,0.922582014536341,0.374879732951591,0.374879732951591,"",Higher in High,"CD8+ Naive t-Cells
(xCell)",CD8+ Naive t-Cells,0
TGCT,Neutrophils_MCPcounter,Neutrophils,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),NEUTROPHILS,-0.662989557994827,-0.195230591343168,1.86389173729148e-06,9.69223703391568e-05,0.467758966651659,0.467758966651659,****,Higher in High,"Neutrophils
(MCP-counter)",Neutrophils,0.467758966651659
TGCT,Plasma_cells_xCell,Plasma Cells,xCell,IOBR::deconvo_tme(method='xcell'),PLASMACELLS,-0.0178943118235993,-1.39024829590551,4.45551513736346e-05,0.0011584339357145,-1.37235398408191,-1.37235398408191,**,Higher in Low,"Plasma Cells
(xCell)",Plasma Cells,-1.37235398408191
TGCT,CD4_Tcells_EPIC,CD4 T cells,EPIC,IOBR::deconvo_tme(method='epic'),CD4TCELLS,-0.91364679144434,-0.279229005236112,0.000169270949288021,0.00293402978765903,0.634417786208228,0.634417786208228,**,Higher in High,"CD4 T cells
(EPIC)",CD4 T cells,0.634417786208228
TGCT,CD8_Tcells_EPIC,CD8 T cells,EPIC,IOBR::deconvo_tme(method='epic'),CD8TCELLS,-0.337843875863973,-0.337794348740339,0.00122590091411333,0.0159367118834732,4.95271236340411e-05,4.95271236340411e-05,*,Higher in High,"CD8 T cells
(EPIC)",CD8 T cells,4.95271236340411e-05
TGCT,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.229693287809024,0.0487903416222364,0.00354834713493633,0.0307523418361149,0.27848362943126,0.27848362943126,*,Higher in High,"Dendritic Cells
(quanTIseq)",Dendritic Cells,0.27848362943126
TGCT,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.21876498604475,0.0384193605499224,0.00627643674937909,0.0465304204927934,0.257184346594672,0.257184346594672,*,Higher in High,"Endothelial Cells
(MCP-counter)",Endothelial Cells,0.257184346594672
TGCT,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.0976150437918743,0.547613343697612,0.0133529576435273,0.0771504219403797,0.645228387489486,0.645228387489486,"",Higher in High,"B cells
(quanTIseq)",B cells,0
TGCT,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.683151925172315,-0.852308296094049,0.0207544431455316,0.092813959489989,-0.169156370921734,-0.169156370921734,"",Higher in Low,"Macrophages M1
(quanTIseq)",Macrophages M1,0
TGCT,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,0.111701134821797,-0.25825443365395,0.0214186060361513,0.092813959489989,-0.369955568475747,-0.369955568475747,"",Higher in Low,"Macrophages M2
(quanTIseq)",Macrophages M2,0
TGCT,CAFs_EPIC,CAFs,EPIC,IOBR::deconvo_tme(method='epic'),CAFS,-0.278854733479495,-0.43006428785843,0.0384414589657948,0.153765835863179,-0.151209554378935,-0.151209554378935,"",Higher in Low,"CAFs
(EPIC)",CAFs,0
TGCT,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.246369574516592,-0.386344520198359,0.0542565427507355,0.201524301645589,-0.139974945681767,-0.139974945681767,"",Higher in Low,"Fibroblasts
(MCP-counter)",Fibroblasts,0
TGCT,Monocytes_quantiseq,Monocytes,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MONOCYTES,0.0161631080947953,-0.264624772172632,0.0629564155181633,0.218248907129633,-0.280787880267427,-0.280787880267427,"",Higher in Low,"Monocytes
(quanTIseq)",Monocytes,0
TGCT,CD8+_Tem_xCell,CD8+ Tem,xCell,IOBR::deconvo_tme(method='xcell'),CD8TEM,-0.000626020653067984,-0.517551299318417,0.0892137314186397,0.289944627110579,-0.516925278665349,-0.516925278665349,"",Higher in Low,"CD8+ Tem
(xCell)",CD8+ Tem,0
TGCT,CD8+_naive_T-cells_xCell,CD8+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD8NAIVETCELLS,-0.392356321249728,1.70028839799671,0.103862793356069,0.317697956147977,2.09264471924644,2.09264471924644,"",Higher in High,"CD8+ Naive t-Cells
(xCell)",CD8+ Naive t-Cells,0
TGCT,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.141526588733299,-0.149528499297262,0.136544720850465,0.394462526901344,-0.00800191056396266,-0.00800191056396266,"",Higher in Low,"Myeloid Dendritic Cells
(MCP-counter)",Myeloid Dendritic Cells,0
TGCT,CD4+_Tcm_xCell,CD4+ Tcm,xCell,IOBR::deconvo_tme(method='xcell'),CD4TCM,-0.402407538703457,0.565926283796226,0.165473001165774,0.45287347687475,0.968333822499682,0.968333822499682,"",Higher in High,"CD4+ Tcm
(xCell)",CD4+ Tcm,0
TGCT,Macrophages_EPIC,Macrophages,EPIC,IOBR::deconvo_tme(method='epic'),MACROPHAGES,0.31942043366211,-0.0678189924512775,0.21604730717194,0.534974284425758,-0.387239426113387,-0.387239426113387,"",Higher in Low,"Macrophages
(EPIC)",Macrophages,0
TGCT,NK_cells_quantiseq,NK Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NKCELLS,-0.445577301071645,-0.723324535453993,0.274720103442489,0.577529323323617,-0.277747234382348,-0.277747234382348,"",Higher in Low,"NK Cells
(quanTIseq)",NK Cells,0
TGCT,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,0.147522839621236,0.263734859110609,0.287593392260382,0.577529323323617,0.116212019489373,0.116212019489373,"",Higher in High,"Cytotoxic Lymphocytes
(MCP-counter)",Cytotoxic Lymphocytes,0
TGCT,ly_Endothelial_cells_xCell,Ly Endothelial Cells,xCell,IOBR::deconvo_tme(method='xcell'),LYENDOTHELIALCELLS,-0.638248163276887,-0.474152418667428,0.288447207120656,0.577529323323617,0.164095744609458,0.164095744609458,"",Higher in High,"Ly Endothelial Cells
(xCell)",Ly Endothelial Cells,0
TGCT,Eosinophils_xCell,Eosinophils,xCell,IOBR::deconvo_tme(method='xcell'),EOSINOPHILS,1.70770078476981,-0.638759062585804,0.29343481364183,0.577529323323617,-2.34645984735561,-2.34645984735561,"",Higher in Low,"Eosinophils
(xCell)",Eosinophils,0
TGCT,pDC_xCell,Pdc,xCell,IOBR::deconvo_tme(method='xcell'),PDC,-0.364929875207392,-0.233093566488689,0.299057180584576,0.577529323323617,0.131836308718703,0.131836308718703,"",Higher in High,"Pdc
(xCell)",Pdc,0
TGCT,T_cells_CD8_quantiseq,t Cells CD8,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TCELLSCD8,-0.0490793379574033,-0.0892344833388516,0.306409521022227,0.577529323323617,-0.0401551453814482,-0.0401551453814482,"",Higher in Low,"t Cells CD8
(quanTIseq)",t Cells CD8,0
TGCT,Endothelial_EPIC,Endothelial,EPIC,IOBR::deconvo_tme(method='epic'),ENDOTHELIAL,-0.27068588985731,-0.264209947728772,0.333189994225164,0.577529323323617,0.00647594212853791,0.00647594212853791,"",Higher in High,"Endothelial
(EPIC)",Endothelial,0
TGCT,mv_Endothelial_cells_xCell,Mv Endothelial Cells,xCell,IOBR::deconvo_tme(method='xcell'),MVENDOTHELIALCELLS,1.976883917528,-0.745624579398576,0.368056664452043,0.617385372629233,-2.72250849692657,-2.5,"",Higher in Low,"Mv Endothelial Cells
(xCell)",Mv Endothelial Cells,0
TGCT,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,-0.390301292609763,0.0137507189097157,0.460938910725951,0.744752944216901,0.404052011519479,0.404052011519479,"",Higher in High,"Basophils
(xCell)",Basophils,0
TGCT,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.628502794168813,0.450890239041981,0.472631676137649,0.744752944216901,1.07939303321079,1.07939303321079,"",Higher in High,"CD4+ Memory t-Cells
(xCell)",CD4+ Memory t-Cells,0
TGCT,DC_xCell,Dc,xCell,IOBR::deconvo_tme(method='xcell'),DC,2.50994487297411,0.58514449459077,0.489001928613483,0.747885302585326,-1.92480037838334,-1.92480037838334,"",Higher in Low,"Dc
(xCell)",Dc,0
TGCT,Mast_cells_xCell,Mast Cells,xCell,IOBR::deconvo_tme(method='xcell'),MASTCELLS,0.432909680155681,-0.544143191918111,0.505324808781746,0.750768287332879,-0.977052872073792,-0.977052872073792,"",Higher in Low,"Mast Cells
(xCell)",Mast Cells,0
TGCT,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.548217372167271,0.791869537574947,0,0,"",Higher in High,"Adc
(xCell)",Adc,0
TGCT,iDC_xCell,Idc,xCell,IOBR::deconvo_tme(method='xcell'),IDC,-0.127011453426422,-0.331425555695674,0.589147590152378,0.82799120778172,-0.204414102269251,-0.204414102269251,"",Higher in Low,"Idc
(xCell)",Idc,0
TGCT,NKT_xCell,NKt,xCell,IOBR::deconvo_tme(method='xcell'),NKT,-0.330679360138396,-0.330679360138411,0.641305520692671,0.834240476215077,-1.48214773787458e-14,-1.48214773787458e-14,"",Higher in Low,"NKt
(xCell)",NKt,0
TGCT,T_cells_CD4_quantiseq,t Cells CD4,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TCELLSCD4,-0.356781063104535,-0.356781063104535,0.641723443242367,0.834240476215077,0,0,"",Higher in High,"t Cells CD4
(quanTIseq)",t Cells CD4,0
TGCT,CD8+_Tcm_xCell,CD8+ Tcm,xCell,IOBR::deconvo_tme(method='xcell'),CD8TCM,1.87788188013668,1.92904208440885,0.695682139123562,0.851300071889835,0.0511602042721648,0.0511602042721648,"",Higher in High,"CD8+ Tcm
(xCell)",CD8+ Tcm,0
TGCT,T_cells_MCPcounter,T cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),TCELLS,-0.125639928087013,-0.151197962848767,0.72033083006063,0.851300071889835,-0.0255580347617534,-0.0255580347617534,"",Higher in Low,"T cells
(MCP-counter)",T cells,0
TGCT,cDC_xCell,Cdc,xCell,IOBR::deconvo_tme(method='xcell'),CDC,0.166475491632012,-0.227805692186491,0.759490004602681,0.877632894207542,-0.394281183818504,-0.394281183818504,"",Higher in Low,"Cdc
(xCell)",Cdc,0
TGCT,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,-0.403302981221291,-0.403302981221291,0.824643363879994,0.932205541777385,0,0,"",Higher in High,"CD4+ Naive t-Cells
(xCell)",CD4+ Naive t-Cells,0
TGCT,CD4+_Tem_xCell,CD4+ Tem,xCell,IOBR::deconvo_tme(method='xcell'),CD4TEM,1.02470480380964,1.1359279227408,0.913899610481174,0.962740460482462,0.111223118931154,0.111223118931154,"",Higher in High,"CD4+ Tem
(xCell)",CD4+ Tem,0
THCA,Neutrophils_MCPcounter,Neutrophils,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),NEUTROPHILS,1.98955227969356,4.00396237314299,2.59866168379636e-40,1.35130407557411e-38,2.01441009344944,2.01441009344944,****,Higher in High,"Neutrophils
(MCP-counter)",Neutrophils,2.01441009344944
THCA,NK_cells_quantiseq,NK Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NKCELLS,-0.760129243426214,-0.621277788804165,5.71858104793856e-23,9.91220714976016e-22,0.138851454622049,0.138851454622049,****,Higher in High,"NK Cells
(quanTIseq)",NK Cells,0.138851454622049
THCA,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,0.61241109026369,1.53447151570808,6.21416645742292e-17,8.0784163946498e-16,0.922060425444389,0.922060425444389,****,Higher in High,"Endothelial Cells
(MCP-counter)",Endothelial Cells,0.922060425444389
THCA,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,-0.00980031902017337,0.28857586196269,2.60370073737766e-09,2.70784876687277e-08,0.298376180982863,0.298376180982863,****,Higher in High,"Macrophages M2
(quanTIseq)",Macrophages M2,0.298376180982863
THCA,Plasma_cells_xCell,Plasma Cells,xCell,IOBR::deconvo_tme(method='xcell'),PLASMACELLS,0.478965318989205,-0.768010152713737,5.56236214758679e-07,4.82071386124189e-06,-1.24697547170294,-1.24697547170294,****,Higher in Low,"Plasma Cells
(xCell)",Plasma Cells,-1.24697547170294
THCA,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.373622952407074,-0.161531376647813,6.79148097188449e-06,4.41446263172492e-05,0.212091575759262,0.212091575759262,****,Higher in High,"Dendritic Cells
(quanTIseq)",Dendritic Cells,0.212091575759262
THCA,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,0.517162402957512,-0.234423642221275,3.13163546833302e-05,0.000180938938170352,-0.751586045178786,-0.751586045178786,***,Higher in Low,"Basophils
(xCell)",Basophils,-0.751586045178786
THCA,Macrophages_EPIC,Macrophages,EPIC,IOBR::deconvo_tme(method='epic'),MACROPHAGES,-0.522056811466447,-0.635098228011214,6.13203849336981e-05,0.00031886600165523,-0.113041416544767,-0.113041416544767,***,Higher in Low,"Macrophages
(EPIC)",Macrophages,-0.113041416544767
THCA,CD4+_Tem_xCell,CD4+ Tem,xCell,IOBR::deconvo_tme(method='xcell'),CD4TEM,2.13109577509945,0.534811512796567,0.000345304486319297,0.00149631944071695,-1.59628426230289,-1.59628426230289,**,Higher in Low,"CD4+ Tem
(xCell)",CD4+ Tem,-1.59628426230289
THCA,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.230570439332002,-0.216634427241764,0.000576347244023151,0.0023053889760926,0.013936012090238,0.013936012090238,**,Higher in High,"B cells
(quanTIseq)",B cells,0.013936012090238
THCA,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.0438983311638456,-0.023757864891254,0.00182513786866717,0.00675359723539195,0.0201404662725915,0.0201404662725915,**,Higher in High,"Myeloid Dendritic Cells
(MCP-counter)",Myeloid Dendritic Cells,0.0201404662725915
THCA,Endothelial_EPIC,Endothelial,EPIC,IOBR::deconvo_tme(method='epic'),ENDOTHELIAL,1.0654421250629,1.34938625276261,0.00194815304867076,0.00675359723539195,0.283944127699711,0.283944127699711,**,Higher in High,"Endothelial
(EPIC)",Endothelial,0.283944127699711
THCA,CD4_Tcells_EPIC,CD4 T cells,EPIC,IOBR::deconvo_tme(method='epic'),CD4TCELLS,-1.42678323059752,-1.03485671106777,0.00235237907794705,0.0076452320033279,0.391926519529743,0.391926519529743,**,Higher in High,"CD4 T cells
(EPIC)",CD4 T cells,0.391926519529743
THCA,CD8_Tcells_EPIC,CD8 T cells,EPIC,IOBR::deconvo_tme(method='epic'),CD8TCELLS,1.54319384932808,1.8629553908728,0.0124948894453132,0.0382196618327228,0.319761541544721,0.319761541544721,*,Higher in High,"CD8 T cells
(EPIC)",CD8 T cells,0.319761541544721
THCA,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.564099744965113,-0.541244617138515,0.0249513575541436,0.0720816996008592,0.0228551278265984,0.0228551278265984,"",Higher in High,"Fibroblasts
(MCP-counter)",Fibroblasts,0
THCA,Eosinophils_xCell,Eosinophils,xCell,IOBR::deconvo_tme(method='xcell'),EOSINOPHILS,1.32068816804253,-0.638759062585804,0.0273032302820111,0.0747246302455041,-1.95944723062833,-1.95944723062833,"",Higher in Low,"Eosinophils
(xCell)",Eosinophils,0
THCA,CD4+_Tcm_xCell,CD4+ Tcm,xCell,IOBR::deconvo_tme(method='xcell'),CD4TCM,-1.28547267834092,-0.916419819608615,0.0337985669867171,0.0864212153251695,0.3690528587323,0.3690528587323,"",Higher in High,"CD4+ Tcm
(xCell)",CD4+ Tcm,0
THCA,Monocytes_quantiseq,Monocytes,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MONOCYTES,-0.264624772172632,-0.264624772172632,0.03490087541978,0.0864212153251695,0,0,"",Higher in High,"Monocytes
(quanTIseq)",Monocytes,0
THCA,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,0.15681277582244,-0.628502794168813,0.0397996569283248,0.0940719163760403,-0.785315569991253,-0.785315569991253,"",Higher in Low,"CD4+ Memory t-Cells
(xCell)",CD4+ Memory t-Cells,0
THCA,NKT_xCell,NKt,xCell,IOBR::deconvo_tme(method='xcell'),NKT,-0.330679360138411,-0.330679360138412,0.0646082568532645,0.139984556515406,-2.22044604925031e-16,-2.22044604925031e-16,"",Higher in Low,"NKt
(xCell)",NKt,0
THCA,cDC_xCell,Cdc,xCell,IOBR::deconvo_tme(method='xcell'),CDC,-0.420797992672808,1.36289179917182,0.0698020565173939,0.145188277556179,1.78368979184463,1.78368979184463,"",Higher in High,"Cdc
(xCell)",Cdc,0
THCA,CD8+_Tem_xCell,CD8+ Tem,xCell,IOBR::deconvo_tme(method='xcell'),CD8TEM,0.132691526528372,-0.517551299318417,0.0865733079301427,0.173146615860285,-0.650242825846789,-0.650242825846789,"",Higher in Low,"CD8+ Tem
(xCell)",CD8+ Tem,0
THCA,T_cells_CD8_quantiseq,t Cells CD8,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TCELLSCD8,-0.155739806365254,-0.157484190082826,0.142866277285796,0.265323086387908,-0.00174438371757138,-0.00174438371757138,"",Higher in Low,"t Cells CD8
(quanTIseq)",t Cells CD8,0
THCA,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,-0.162207517660094,-0.208067609969912,0.189618814028423,0.328672610982601,-0.0458600923098183,-0.0458600923098183,"",Higher in Low,"Cytotoxic Lymphocytes
(MCP-counter)",Cytotoxic Lymphocytes,0
THCA,pDC_xCell,Pdc,xCell,IOBR::deconvo_tme(method='xcell'),PDC,-0.364929875207392,-0.364929875207392,0.482821172645397,0.71733431364459,0,0,"",Higher in High,"Pdc
(xCell)",Pdc,0
