Cancer	Feature	Median_Low	Median_High	High_minus_Low_effect	FDR	Significance
ACC	CD40	4.48924748172708	3.60606957726571	-0.883177904461371	0.527606159106661	""
ESCA	CD40	3.53795451144673	3.61950669118343	0.0815521797366929	0.802576407224485	""
TGCT	CD40	4.71945179842574	4.50611950766648	-0.213332290759265	0.763111973720248	""
CESC	CD40	5.25876010748294	5.24479088366311	-0.0139692238198261	0.961404400052034	""
MESO	CD40	5.04452963889102	4.9924271194704	-0.0521025194206199	0.976295384034329	""
SKCM	CD40	4.27308188115404	4.03957710306068	-0.233504778093366	0.274784546122193	""
DLBC	CD40	7.79857070319182	7.93067602903659	0.132105325844771	0.755954987842727	""
CHOL	CD40	4.14682140015058	5.06109356360825	0.914272163457674	0.970864656647835	""
UCS	CD40	3.99311048462254	3.93199500849713	-0.0611154761254054	0.993631985161221	""
GBM	CD40	3.9151001728642	3.63168259715915	-0.283417575705057	0.00795271230724357	**
SARC	CD40	4.76866378326033	4.6766510527412	-0.0920127305191354	0.0360194169667165	*
LUSC	CD40	5.7503407017181	5.65673660904219	-0.0936040926759105	0.528362939490163	""
PRAD	ICOSLG	0.351458403149647	0.444349024064218	0.0928906209145702	0.00224662249076203	**
LIHC	ICOSLG	0.226197791807308	0.324002419580668	0.0978046277733604	0.000190538149429344	***
LGG	ICOSLG	0.335940528503476	0.365804499871982	0.029863971368506	0.995273396957344	""
KIRC	ICOSLG	0.449534406471887	0.72159139877538	0.272056992303493	6.89879250349433e-06	****
UVM	ICOSLG	0.131918605265977	0.148049537625416	0.0161309323594389	0.503593477895454	""
STAD	ICOSLG	0.587600285343311	0.585442690980794	-0.00215759436251628	0.838418080413479	""
COAD	ICOSLG	0.309874279789114	0.470927257475127	0.161052977686013	0.000281324829569417	***
PAAD	ICOSLG	0.434348000692569	0.557129454366547	0.122781453673978	0.208162646524315	""
BLCA	ICOSLG	0.294716557566797	0.307195343513885	0.0124787859470881	0.181902014179134	""
UCEC	ICOSLG	0.242143200071501	0.372617844126292	0.130474644054791	8.8258768556111e-06	****
KIRP	ICOSLG	0.366364182945645	0.412813422474635	0.0464492395289895	0.113147128575888	""
PCPG	ICOSLG	0.0842682753359645	0.0942360698457655	0.00996779450980106	0.741413780434216	""
OV	ICOSLG	0.37851162325373	0.506193632548197	0.127682009294467	0.00830170777914277	**
BRCA	ICOSLG	0.448689551768841	0.536251878937289	0.0875623271684485	0.00132896907688459	**
KICH	ICOSLG	0.278937015398361	0.281668579972845	0.00273156457448376	0.798894903131242	""
THCA	ICOSLG	0.245617352756384	0.336224158141385	0.0906068053850009	0.0174361145881507	*
HNSC	ICOSLG	0.264596479490882	0.337025969275137	0.0724294897842547	0.00700038639416692	**
LUAD	ICOSLG	0.278219382213249	0.301002256032814	0.0227828738195649	0.169770452243427	""
READ	ICOSLG	0.334568275666133	0.391657754252915	0.0570894785867815	0.167776287062254	""
THYM	ICOSLG	0.42098672043373	0.337572523094956	-0.0834141973387736	0.435156723043381	""
LAML	ICOSLG	0.391327806843611	0.463308565918163	0.0719807590745518	0.850433981508937	""
ACC	ICOSLG	0.0746424379344928	0.0491402550419801	-0.0255021828925127	0.821387576064578	""
ESCA	ICOSLG	0.675996538964305	0.703726738961986	0.0277301999976818	0.802576407224485	""
TGCT	ICOSLG	0.550211157565391	0.870897308665029	0.320686151099638	0.383415356480492	""
CESC	ICOSLG	0.248048998437206	0.297484743783874	0.0494357453466675	0.228497004802772	""
MESO	ICOSLG	0.367706537116356	0.594930657164429	0.227224120048073	0.656167606342657	""
SKCM	ICOSLG	0.194209712037739	0.143393418693188	-0.050816293344551	0.0353709785271352	*
DLBC	ICOSLG	0.919885337379151	0.59323825415044	-0.326647083228711	0.975325780556376	""
CHOL	ICOSLG	0.243604808802561	0.207393130458336	-0.0362116783442252	0.939628144702672	""
UCS	ICOSLG	0.301318385563134	0.306495572259637	0.00517718669650247	0.993631985161221	""
GBM	ICOSLG	0.694746500577907	0.608808467241062	-0.0859380333368447	0.401949628102541	""
SARC	ICOSLG	0.417268996510276	0.248899107076326	-0.168369889433949	0.00958871506963136	**
LUSC	ICOSLG	0.303576081307054	0.334453862323681	0.0308777810166267	0.103967377013328	""
PRAD	CD8	2.859425	4.06665	1.207225	2.44794317542787e-07	****
LIHC	CD8	1.0525	1.5884	0.5359	0.000904450335804523	***
LGG	CD8	0.5114	0.51215	0.000750000000000028	0.488082192930872	""
KIRC	CD8	12.084775	12.215475	0.130699999999999	0.380592360406837	""
UVM	CD8	0.278875	0.74785	0.468975	0.0105873754319609	*
STAD	CD8	5.33735	6.7067	1.36935	0.206695360766998	""
COAD	CD8	2.98735	3.8248	0.83745	0.00411832349138068	**
PAAD	CD8	3.28365	7.0189	3.73525	0.00336376287636373	**
BLCA	CD8	2.2613	3.1467	0.8854	0.0175027595415274	*
UCEC	CD8	4.03695	4.21785	0.1809	1	""
KIRP	CD8	2.0011	2.33795	0.33685	0.286377549737417	""
PCPG	CD8	0.95455	1.694775	0.740225	0.00198490424777133	**
OV	CD8	2.24875	2.6056	0.35685	0.300150845647508	""
BRCA	CD8	5.40655	5.61495	0.2084	0.73854383044515	""
KICH	CD8	0.4148	0.9228	0.508	0.112358942191826	""
THCA	CD8	3.4678	4.164675	0.696875	0.422646392884569	""
HNSC	CD8	3.88855	4.5719	0.68335	0.392172473590623	""
LUAD	CD8	7.1969	8.143425	0.946525	0.555177416152351	""
READ	CD8	2.6744	2.6958	0.0214000000000003	0.523085163455121	""
THYM	CD8	115.580575	464.466775	348.8862	0.000129514680730663	***
LAML	CD8	4.6783	3.83015	-0.84815	0.850433981508937	""
ACC	CD8	0.57175	0.278075	-0.293675	0.358256856844499	""
ESCA	CD8	2.92705	2.3528	-0.57425	0.802576407224485	""
TGCT	CD8	9.22725	10.6799	1.45265	0.951948373452191	""
CESC	CD8	6.7436	7.372025	0.628425000000001	0.961404400052034	""
MESO	CD8	6.34825	6.755	0.40675	0.976295384034329	""
SKCM	CD8	10.179125	5.11515	-5.063975	0.00968109685615654	**
DLBC	CD8	26.754775	51.6168	24.862025	0.175903060043799	""
CHOL	CD8	3.0978	2.868575	-0.229225	0.939628144702672	""
UCS	CD8	2.2782	3.80295	1.52475	0.926599507093341	""
GBM	CD8	1.576675	1.31365	-0.263025	0.152061703065422	""
SARC	CD8	4.0138	2.271575	-1.742225	0.0662909503510904	""
LUSC	CD8	7.6529	6.19335	-1.45955	0.0529939743922061	""
PRAD	CTL	3.52182	4.7426	1.22078	5.87474123063308e-05	****
LIHC	CTL	3.05072	3.69158	0.64086	0.0212454494982032	*
LGG	CTL	0.72282	0.90972	0.1869	0.00418182761205084	**
KIRC	CTL	22.13777	22.64954	0.511770000000002	0.231694376840652	""
UVM	CTL	0.74849	1.7114	0.96291	0.00629733379459827	**
STAD	CTL	8.81166	13.11856	4.3069	0.0224936278638771	*
COAD	CTL	9.21572	13.19505	3.97933	0.000605493059412341	***
PAAD	CTL	6.0087	11.02748	5.01878	0.0168588810191764	*
BLCA	CTL	5.3561	7.12714	1.77104	0.0690129010957405	""
UCEC	CTL	8.45755	8.50624	0.0486900000000006	0.546332430607537	""
KIRP	CTL	3.58238	4.2739	0.69152	0.435605474947101	""
PCPG	CTL	1.63246	2.01572	0.38326	0.300073520475769	""
OV	CTL	4.26844	4.50834	0.2399	0.948954013408846	""
BRCA	CTL	7.93072	6.9714	-0.959320000000001	0.461978161648502	""
KICH	CTL	2.1422	2.90246	0.76026	0.120659094189381	""
THCA	CTL	4.74212	5.00301	0.26089	0.810194552930556	""
HNSC	CTL	11.9126	14.04258	2.12998	0.196830645508387	""
LUAD	CTL	16.55161	15.57556	-0.976050000000001	0.980255114304832	""
READ	CTL	9.44724	9.67424	0.226999999999999	0.992269478071963	""
THYM	CTL	87.21668	196.18862	108.97194	0.00069177451450224	***
LAML	CTL	11.4594	9.8889	-1.5705	0.850433981508937	""
ACC	CTL	2.24596	0.71016	-1.5358	0.123502736007451	""
ESCA	CTL	6.2677	5.87844	-0.389259999999999	0.802576407224485	""
TGCT	CTL	26.05798	28.8292	2.77122	0.947673719969688	""
CESC	CTL	23.25348	18.42224	-4.83124	0.112623684689287	""
MESO	CTL	14.10164	12.45247	-1.64917	0.976295384034329	""
SKCM	CTL	14.15301	8.24276	-5.91025	0.00968109685615654	**
DLBC	CTL	69.16243	120.35582	51.19339	0.727938761265493	""
CHOL	CTL	7.99044	6.04203	-1.94841	0.939628144702672	""
UCS	CTL	3.6708	3.87286	0.20206	0.993631985161221	""
GBM	CTL	4.52737	2.8061	-1.72127	0.00392862600549503	**
SARC	CTL	10.84628	5.51598	-5.3303	0.000252484017909017	***
LUSC	CTL	17.22273	12.92178	-4.30095	0.00176829512838659	**
PRAD	IFNG	109.017508333334	161.437116666667	52.4196083333335	1.32300050522091e-08	****
LIHC	IFNG	78.1187833333333	118.820316666667	40.7015333333337	3.81346030821528e-06	****
LGG	IFNG	59.5171833333333	100.68125	41.1640666666667	3.53480706712164e-06	****
KIRC	IFNG	541.782216666667	672.415158333334	130.632941666667	4.6152214971394e-06	****
UVM	IFNG	23.9112833333334	56.8379166666667	32.9266333333333	0.00129093632200791	**
STAD	IFNG	248.041283333333	284.787908333333	36.7466250000005	0.0250014554033668	*
COAD	IFNG	149.490525	169.5329	20.042375	0.089759420341518	""
PAAD	IFNG	296.109416666667	432.565266666667	136.45585	0.018267672263429	*
BLCA	IFNG	143.097166666667	168.26075	25.163583333333	0.0308721164487322	*
UCEC	IFNG	196.718033333333	191.705816666667	-5.01221666666601	0.831930537500583	""
KIRP	IFNG	186.52335	220.5767	34.05335	0.435605474947101	""
PCPG	IFNG	60.9913333333333	91.6792666666666	30.6879333333334	0.00323420194370536	**
OV	IFNG	321.935416666667	266.62805	-55.307366666667	0.180759542477428	""
BRCA	IFNG	332.998216666667	330.272808333333	-2.72540833333397	0.740560045349969	""
KICH	IFNG	57.1879833333333	135.236966666667	78.0489833333337	0.0410846205675752	*
THCA	IFNG	280.692666666667	219.591866666666	-61.1008	0.408103148933399	""
HNSC	IFNG	248.975516666667	276.28495	27.309433333333	0.277842993801133	""
LUAD	IFNG	659.062333333334	631.7224	-27.3399333333335	0.293930279808891	""
READ	IFNG	117.412783333333	144.024216666667	26.611433333334	0.523085163455121	""
THYM	IFNG	348.135683333334	320.046783333333	-28.0889000000001	0.406113040799077	""
LAML	IFNG	258.0709	311.556633333333	53.485733333333	0.655035948549184	""
ACC	IFNG	64.8864333333334	43.0996	-21.7868333333334	0.358256856844499	""
ESCA	IFNG	199.922233333333	157.277016666667	-42.645216666666	0.725537718136614	""
TGCT	IFNG	301.043633333333	300.63	-0.413633333332996	0.947673719969688	""
CESC	IFNG	335.554941666667	357.117325	21.562383333333	0.908009719427411	""
MESO	IFNG	381.0536	356.744175	-24.309425	0.976295384034329	""
SKCM	IFNG	304.977783333334	217.548633333333	-87.4291500000005	0.0761470550447779	""
DLBC	IFNG	1600.37071666667	1776.23209166667	175.861375000005	0.869520643396726	""
CHOL	IFNG	218.74975	184.995483333333	-33.754266666667	0.939628144702672	""
UCS	IFNG	74.8899833333333	107.045783333333	32.1557999999997	0.926599507093341	""
GBM	IFNG	499.088941666667	321.348	-177.740941666667	0.000211058908995191	***
SARC	IFNG	324.643	190.049483333334	-134.593516666666	0.00391509536791079	**
LUSC	IFNG	419.680508333333	238.228716666667	-181.451791666666	2.10293507020088e-07	****
