Cancer,Feature,Display,Category,Method,Source,Canonical,N_Low,N_High,Median_Low,Median_High,Effect,P,FDR,Significance,P_label,FDR_label,Feature_ID,FDR_star,Feature_Display,Feature_Order,.center,.scale,Low_Z,High_Z,Diff_Z,Cancer_chr
STAD,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/STAD/STAD_TIDE_score_long.csv,DYSFUNCTION,187,188,-0.0205486075269697,-0.120043916112317,-0.0994953085853468,1.08327823020782e-13,5.41639115103908e-13,****,P=1.08e-13,FDR=5.42e-13,Dysfunction__TIDEpy,****,T-cell dysfunction,1,-0.123760700376554,0.0995361213568921,1.03693103008818,0.0373410598440947,-0.999589970244084,STAD
STAD,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/STAD/STAD_TIDE_score_long.csv,MDSC,187,188,0.0137050766952721,0.0272912720852541,0.013586195389982,1.00103989474732e-08,2.5025997368683e-08,****,P=1.00e-08,FDR=2.50e-08,MDSC__TIDEpy,****,MDSC,2,0.0239026364702057,0.0162518795004761,-0.627469565882203,0.208507306182594,0.835976872064797,STAD
STAD,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,204,198,0.0203792164752994,0.0286263274958446,0.00824711102054521,2.73767790174527e-05,4.56279650290879e-05,****,P=2.74e-05,FDR=4.56e-05,Tregs_quantiseq__quanTIseq,****,Tregs,3,0.0151061726920464,0.0100027166865107,0.527161165162658,1.35164827991489,0.824487114752229,STAD
STAD,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/STAD/STAD_TIDE_score_long.csv,TAMM2,187,188,-0.00568162794364369,-0.00754608190224007,-0.00186445395859638,0.101156130644124,0.101156130644124,ns,P=0.101,FDR=0.101,TAM M2__TIDEpy,"",TAM M2,4,-0.00146509210153543,0.00972154656472386,-0.433730972128304,-0.62551670767802,-0.191785735549716,STAD
TGCT,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/TGCT/TGCT_TIDE_score_long.csv,DYSFUNCTION,75,75,-0.197759289442901,-0.324735076289693,-0.126975786846792,7.27019522865854e-07,3.63509761432927e-06,****,P=7.27e-07,FDR=3.64e-06,Dysfunction__TIDEpy,****,T-cell dysfunction,1,-0.123760700376554,0.0995361213568921,-0.743434524648809,-2.01910997910532,-1.27567545445651,TGCT
TGCT,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/TGCT/TGCT_TIDE_score_long.csv,TAMM2,75,75,0.00466536328097895,0.0122038266045341,0.00753846332355515,0.000101689611594512,0.000172124970743625,***,P=1.02e-04,FDR=1.72e-04,TAM M2__TIDEpy,***,TAM M2,4,-0.00146509210153543,0.00972154656472386,0.630604949706222,1.40604363874256,0.775438689036334,TGCT
TGCT,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/TGCT/TGCT_TIDE_score_long.csv,MDSC,75,75,0.0275599098330191,0.0496479040216954,0.0220879941886763,0.000103274982446175,0.000172124970743625,***,P=1.03e-04,FDR=1.72e-04,MDSC__TIDEpy,***,MDSC,2,0.0239026364702057,0.0162518795004761,0.225036948046917,1.58414093279091,1.359103984744,TGCT
TGCT,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,77,79,0.0210518683592178,0.0189956452403442,-0.00205622311887364,0.618414929267727,0.618414929267727,ns,P=0.618,FDR=0.618,Tregs_quantiseq__quanTIseq,"",Tregs,3,0.0151061726920464,0.0100027166865107,0.594408084674585,0.388841618751728,-0.205566465922857,TGCT
THCA,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/THCA/THCA_TIDE_score_long.csv,MDSC,252,252,0.0180252747361701,0.0203237442511719,0.0022984695150018,0.000732981494270091,0.00366490747135046,***,P=7.33e-04,FDR=0.00366,MDSC__TIDEpy,**,MDSC,2,0.0239026364702057,0.0162518795004761,-0.361641970940249,-0.220214050868945,0.141427920071304,THCA
THCA,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,287,284,0.0113549315746843,0.0124604301228595,0.00110549854817514,0.0205459517896308,0.0513648794740769,*,P=0.0205,FDR=0.0514,Tregs_quantiseq__quanTIseq,"",Tregs,3,0.0151061726920464,0.0100027166865107,-0.375022229952881,-0.264502399908506,0.110519830044375,THCA
THCA,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/THCA/THCA_TIDE_score_long.csv,DYSFUNCTION,252,252,-0.0408111724780072,-0.0507057934050705,-0.00989462092706325,0.0692049276830476,0.115341546138413,ns,P=0.0692,FDR=0.115,Dysfunction__TIDEpy,"",T-cell dysfunction,1,-0.123760700376554,0.0995361213568921,0.833361062976591,0.733953724292119,-0.0994073386844723,THCA
THCA,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/THCA/THCA_TIDE_score_long.csv,TAMM2,252,252,-0.000500339594228041,-0.000900283415482856,-0.000399943821254816,0.803151050949733,0.803151050949733,ns,P=0.803,FDR=0.803,TAM M2__TIDEpy,"",TAM M2,4,-0.00146509210153543,0.00972154656472386,0.0992385831703103,0.0580986453433319,-0.0411399378269784,THCA
THYM,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/THYM/THYM_TIDE_score_long.csv,TAMM2,60,60,0.0189231396611085,0.0277362466227937,0.0088131069616852,1.2862335707758e-06,6.43116785387899e-06,****,P=1.29e-06,FDR=6.43e-06,TAM M2__TIDEpy,****,TAM M2,4,-0.00146509210153543,0.00972154656472386,2.09722101590562,3.00377501973716,0.906554003831543,THYM
THYM,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/THYM/THYM_TIDE_score_long.csv,DYSFUNCTION,60,60,-0.0356541679173681,-0.0595411961629647,-0.0238870282455966,0.0131389074904481,0.0328472687261203,*,P=0.0131,FDR=0.0328,Dysfunction__TIDEpy,*,T-cell dysfunction,1,-0.123760700376554,0.0995361213568921,0.885171445884203,0.645187931156435,-0.239983514727768,THYM
THYM,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,60,62,0.00698751660453371,0,-0.00698751660453371,0.0308746992729343,0.0514578321215571,*,P=0.0309,FDR=0.0515,Tregs_quantiseq__quanTIseq,"",Tregs,3,0.0151061726920464,0.0100027166865107,-0.811645110219031,-1.51020699330793,-0.698561883088901,THYM
THYM,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/THYM/THYM_TIDE_score_long.csv,MDSC,60,60,0.0262621347979136,0.0289678767622096,0.00270574196429595,0.0977328471119487,0.122166058889936,ns,P=0.0977,FDR=0.122,MDSC__TIDEpy,"",MDSC,2,0.0239026364702057,0.0162518795004761,0.145183104984182,0.311671046530681,0.166487941546499,THYM
UCEC,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/UCEC/UCEC_TIDE_score_long.csv,DYSFUNCTION,272,273,-0.133740832959516,-0.252116615528429,-0.118375782568914,7.35274903401469e-40,3.67637451700734e-39,****,P=7.35e-40,FDR=3.68e-39,Dysfunction__TIDEpy,****,T-cell dysfunction,1,-0.123760700376554,0.0995361213568921,-0.100266440432995,-1.28954105707664,-1.18927461664364,UCEC
UCEC,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/UCEC/UCEC_TIDE_score_long.csv,MDSC,272,273,0.0342051017828988,0.0492686727227795,0.0150635709398807,5.82018461422252e-24,1.45504615355563e-23,****,P=5.82e-24,FDR=1.46e-23,MDSC__TIDEpy,****,MDSC,2,0.0239026364702057,0.0162518795004761,0.633924544689818,1.56080632100618,0.926881776316359,UCEC
UCEC,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/UCEC/UCEC_TIDE_score_long.csv,TAMM2,272,273,0.00122719923799292,0.00463686797260474,0.00340966873461182,0.000802054872385563,0.00133675812064261,***,P=8.02e-04,FDR=0.00134,TAM M2__TIDEpy,**,TAM M2,4,-0.00146509210153543,0.00972154656472386,0.276940641245062,0.627673799998251,0.35073315875319,UCEC
UCEC,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,280,297,0.0144743084229059,0.0157482102510056,0.00127390182809976,0.205020518887941,0.256275648609927,ns,P=0.205,FDR=0.256,Tregs_quantiseq__quanTIseq,"",Tregs,3,0.0151061726920464,0.0100027166865107,-0.0631692658048243,0.0641863184853551,0.127355584290179,UCEC
UCS,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/UCS/UCS_TIDE_score_long.csv,MDSC,28,29,0.04957412178653,0.0617229740116855,0.0121488522251555,0.000382841972703168,0.00191420986351584,***,P=3.83e-04,FDR=0.00191,MDSC__TIDEpy,**,MDSC,2,0.0239026364702057,0.0162518795004761,1.57960101264425,2.32713622694359,0.747535214299344,UCS
UCS,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/UCS/UCS_TIDE_score_long.csv,DYSFUNCTION,28,29,-0.223093611904254,-0.297248687503289,-0.0741550755990355,0.00116075757348164,0.00290189393370409,**,P=0.00116,FDR=0.0029,Dysfunction__TIDEpy,**,T-cell dysfunction,1,-0.123760700376554,0.0995361213568921,-0.997958431306929,-1.7429651141889,-0.745006682881966,UCS
UCS,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/UCS/UCS_TIDE_score_long.csv,TAMM2,28,29,0.0124284903865049,0.014256059466702,0.0018275690801971,0.119628331024065,0.199380551706775,ns,P=0.12,FDR=0.199,TAM M2__TIDEpy,"",TAM M2,4,-0.00146509210153543,0.00972154656472386,1.42915351950844,1.61714511817328,0.187991598664838,UCS
UCS,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,28,29,0.011058876148771,0.0127937559570326,0.00173487980826166,0.228140625574639,0.285175781968299,ns,P=0.228,FDR=0.285,Tregs_quantiseq__quanTIseq,"",Tregs,3,0.0151061726920464,0.0100027166865107,-0.404619731830801,-0.231178869449765,0.173440862381036,UCS
UVM,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,40,40,0.000969203405462811,0.00506560933493613,0.00409640592947332,5.61933065776174e-08,2.80966532888087e-07,****,P=5.62e-08,FDR=2.81e-07,Tregs_quantiseq__quanTIseq,****,Tregs,3,0.0151061726920464,0.0100027166865107,-1.41331297582868,-1.00378363916381,0.409529336664865,UVM
UVM,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/UVM/UVM_TIDE_score_long.csv,DYSFUNCTION,40,40,-0.151754937322744,-0.259007414837996,-0.107252477515252,6.37006589377463e-07,1.59251647344366e-06,****,P=6.37e-07,FDR=1.59e-06,Dysfunction__TIDEpy,****,T-cell dysfunction,1,-0.123760700376554,0.0995361213568921,-0.281247014295598,-1.35877018933165,-1.07752317503605,UVM
UVM,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/UVM/UVM_TIDE_score_long.csv,MDSC,40,40,0.0378843572672445,0.0388770057694687,0.000992648502224254,0.613431372955167,0.766789216193958,ns,P=0.613,FDR=0.767,MDSC__TIDEpy,"",MDSC,2,0.0239026364702057,0.0162518795004761,0.860314082234563,0.921393079417327,0.0610789971827644,UVM
UVM,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/UVM/UVM_TIDE_score_long.csv,TAMM2,40,40,0.0121435296042053,0.0126644763472669,0.0005209467430616,0.911886916830624,0.911886916830624,ns,P=0.912,FDR=0.912,TAM M2__TIDEpy,"",TAM M2,4,-0.00146509210153543,0.00972154656472386,1.39984123052208,1.45342804817432,0.0535868176522383,UVM
