Cancer,Feature,Display,Method,Source,Canonical,Low,High,P,FDR,Z_Effect,PlotEffect,Significance,MethodDisplay
DLBC,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,5.70313809641607,5.43153818201611,0.496208810936624,0.857976320625104,-0.271599914399965,-0.271599914399965,"","B cells
(quanTIseq)"
ESCA,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.195741769453337,-0.21997644450486,0.0369962041837227,0.174891147050325,-0.024234675051523,-0.024234675051523,"","B cells
(quanTIseq)"
GBM,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.256735524451627,-0.234840872213724,0.132144797511922,0.264289595023844,0.021894652237903,0.021894652237903,"","B cells
(quanTIseq)"
HNSC,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.246063866391876,-0.238718994766686,0.0217084624880194,0.0664023558457064,0.00734487162519013,0.00734487162519013,"","B cells
(quanTIseq)"
KICH,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.0846412595086689,-0.0417687804334962,0.248210083696097,0.430230811739901,0.0428724790751727,0.0428724790751727,"","B cells
(quanTIseq)"
KIRC,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.225442580758726,-0.198076784666395,3.03908829165584e-05,0.000143665991969185,0.0273657960923319,0.0273657960923319,***,"B cells
(quanTIseq)"
KIRP,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.263145214919513,-0.239052123699765,1.91336442525166e-05,0.0001074253140138,0.0240930912197481,0.0240930912197481,***,"B cells
(quanTIseq)"
LAML,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,0.0958213445722223,0.31246594154799,0.000136122942605634,0.00424436702345986,0.216644596975768,0.216644596975768,**,"B cells
(quanTIseq)"
LGG,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.219607979253002,-0.196631297744219,0.000326074149809768,0.00130429659923907,0.0229766815087831,0.0229766815087831,**,"B cells
(quanTIseq)"
LIHC,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.273251920657325,-0.249315770865471,2.06883272765361e-12,5.37896509189938e-11,0.0239361497918537,0.0239361497918537,****,"B cells
(quanTIseq)"
LUAD,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.153772443996446,-0.18537381257422,0.00176670689362679,0.00918687584685929,-0.0316013685777735,-0.0316013685777735,**,"B cells
(quanTIseq)"
LUSC,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.155965218922596,-0.17861180060718,0.389580146557703,0.578804789171444,-0.0226465816845839,-0.0226465816845839,"","B cells
(quanTIseq)"
MESO,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.130136613206581,-0.187703075992128,0.00730228181195136,0.0474648317776838,-0.0575664627855472,-0.0575664627855472,*,"B cells
(quanTIseq)"
OV,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.146523042888844,-0.120791420966229,0.0483952934023442,0.16777035046146,0.0257316219226154,0.0257316219226154,"","B cells
(quanTIseq)"
PAAD,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.149095132129306,-0.108587269601382,0.073380562074908,0.2723484850859,0.0405078625279237,0.0405078625279237,"","B cells
(quanTIseq)"
PCPG,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.245149840393692,-0.219157536660303,0.000101176277074898,0.000876861067982446,0.0259923037333887,0.0259923037333887,***,"B cells
(quanTIseq)"
PRAD,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.227413855264082,-0.195534421440508,1.77799360627753e-06,8.40506068422107e-06,0.0318794338235739,0.0318794338235739,****,"B cells
(quanTIseq)"
READ,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.248306240664781,-0.251033706349944,0.974030834632583,0.989438964959421,-0.0027274656851628,-0.0027274656851628,"","B cells
(quanTIseq)"
SARC,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.217973948201851,-0.218609200217645,0.785567833038973,0.907767273733925,-0.000635252015794424,-0.000635252015794424,"","B cells
(quanTIseq)"
SKCM,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.118395049004297,-0.0977487492763454,0.0502469673097627,0.124421061909889,0.0206462997279515,0.0206462997279515,"","B cells
(quanTIseq)"
STAD,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.17435198750865,-0.178879111783665,0.288000886477365,0.604491931220812,-0.0045271242750152,-0.0045271242750152,"","B cells
(quanTIseq)"
TGCT,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.0976150437918743,0.547613343697612,0.0133529576435273,0.0771504219403797,0.645228387489486,0.645228387489486,"","B cells
(quanTIseq)"
THCA,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.230570439332002,-0.216634427241764,0.000576347244023151,0.0023053889760926,0.013936012090238,0.013936012090238,**,"B cells
(quanTIseq)"
THYM,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.242089083085756,-0.300612396458409,0.00407245360867013,0.0192515988773497,-0.0585233133726531,-0.0585233133726531,*,"B cells
(quanTIseq)"
UCEC,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.218648902039719,-0.198059867061251,0.00155783458170852,0.00578624273206023,0.0205890349784678,0.0205890349784678,**,"B cells
(quanTIseq)"
UCS,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.208732953923256,-0.197256383004522,0.598354535195895,0.817790815293976,0.0114765709187344,0.0114765709187344,"","B cells
(quanTIseq)"
UVM,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.209693520246412,-0.142349777681256,1.6120555599684e-06,2.09567222795892e-05,0.0673437425651557,0.0673437425651557,****,"B cells
(quanTIseq)"
ACC,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.452751740808896,-0.389834608134642,0.102275944578097,0.312844065768298,0.0629171326742539,0.0629171326742539,"","Dendritic Cells
(quanTIseq)"
BLCA,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.231198406497958,-0.266811621149404,0.649309090363384,0.837209168597173,-0.0356132146514461,-0.0356132146514461,"","Dendritic Cells
(quanTIseq)"
BRCA,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.301688449697558,-0.152860082281164,2.62628037498678e-12,6.82832897496562e-11,0.148828367416394,0.148828367416394,****,"Dendritic Cells
(quanTIseq)"
CESC,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.45984572906173,-0.304824454616815,0.00158125751391114,0.00913615452481993,0.155021274444915,0.155021274444915,**,"Dendritic Cells
(quanTIseq)"
CHOL,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.535608701194916,0.599700560945477,0.851606990266707,0,0,"","Dendritic Cells
(quanTIseq)"
COAD,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.535608701194916,0.0246425886895927,0.128141461185882,0,0,"","Dendritic Cells
(quanTIseq)"
DLBC,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,2.22964152007892,0.943865369635795,0.966956908797611,1,-1.28577615044313,-1.28577615044313,"","Dendritic Cells
(quanTIseq)"
ESCA,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.535608701194916,0.584768504747169,0.844665617968133,0,0,"","Dendritic Cells
(quanTIseq)"
GBM,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,1.97137282887723,3.41694050075786,0.00105483547075646,0.00498649495266689,1.44556767188063,1.44556767188063,**,"Dendritic Cells
(quanTIseq)"
HNSC,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.535566469400716,0.0124974208670261,0.0499896834681043,4.22317942008199e-05,4.22317942008199e-05,*,"Dendritic Cells
(quanTIseq)"
KICH,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.535608701194916,0.905631298102962,0.939449098031062,0,0,"","Dendritic Cells
(quanTIseq)"
KIRC,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.31011740768537,-0.155745557248322,0.000151185280188795,0.000604741120755179,0.154371850437048,0.154371850437048,***,"Dendritic Cells
(quanTIseq)"
KIRP,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.532698066658623,-0.012267112275162,3.61583057874142e-19,9.4011595047277e-18,0.520430954383461,0.520430954383461,****,"Dendritic Cells
(quanTIseq)"
LAML,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,2.05872667012083,3.17307020235317,0.00263541952936773,0.0274083631054244,1.11434353223235,1.11434353223235,*,"Dendritic Cells
(quanTIseq)"
LGG,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,2.55024544573204,3.25255886853415,4.95558615946026e-07,3.22113100364917e-06,0.702313422802114,0.702313422802114,****,"Dendritic Cells
(quanTIseq)"
LIHC,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.535608701194916,0.993565305412054,0.993565305412054,0,0,"","Dendritic Cells
(quanTIseq)"
LUAD,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.535608701194916,0.0432393797589165,0.132261632203745,0,0,"","Dendritic Cells
(quanTIseq)"
LUSC,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.416348363599685,6.10307516475913e-14,1.58679954283737e-12,0.119260337595232,0.119260337595232,****,"Dendritic Cells
(quanTIseq)"
MESO,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.535608701194916,0.967844313169419,0.967844313169419,0,0,"","Dendritic Cells
(quanTIseq)"
OV,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.51723941127034,-0.145190539657363,1.21149235530729e-05,0.000104996004126632,0.372048871612978,0.372048871612978,***,"Dendritic Cells
(quanTIseq)"
PAAD,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.535608701194916,0.231090791653449,0.480668846639175,0,0,"","Dendritic Cells
(quanTIseq)"
PCPG,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,0.297653995239892,0.823391379917237,7.50477725812579e-09,1.9512420871127e-07,0.525737384677345,0.525737384677345,****,"Dendritic Cells
(quanTIseq)"
PRAD,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.434332779972288,7.43216294861654e-07,4.294138592534e-06,0.101275921222628,0.101275921222628,****,"Dendritic Cells
(quanTIseq)"
READ,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.535608701194916,0.537722044716423,0.769204366417027,0,0,"","Dendritic Cells
(quanTIseq)"
SARC,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.473922183321714,0.0990994502033993,0.198198900406799,0.0616865178732025,0.0616865178732025,"","Dendritic Cells
(quanTIseq)"
SKCM,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.535608701194916,0.851005618617496,0.952718167885718,0,0,"","Dendritic Cells
(quanTIseq)"
STAD,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.535608701194916,0.130135657212533,0.422940885940732,0,0,"","Dendritic Cells
(quanTIseq)"
TGCT,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.229693287809024,0.0487903416222364,0.00354834713493633,0.0307523418361149,0.27848362943126,0.27848362943126,*,"Dendritic Cells
(quanTIseq)"
THCA,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.373622952407074,-0.161531376647813,6.79148097188449e-06,4.41446263172492e-05,0.212091575759262,0.212091575759262,****,"Dendritic Cells
(quanTIseq)"
THYM,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,0.0327613958108737,-0.330550686269351,0.153244993231589,0.274784125794573,-0.363312082080224,-0.363312082080224,"","Dendritic Cells
(quanTIseq)"
UCEC,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,0.170892100460671,0.579109290205694,2.23941136994097e-10,2.91123478092326e-09,0.408217189745024,0.408217189745024,****,"Dendritic Cells
(quanTIseq)"
UCS,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,0.423535134623134,0.213129875958945,0.554557525376076,0.809930793991576,-0.210405258664189,-0.210405258664189,"","Dendritic Cells
(quanTIseq)"
UVM,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.535608701194916,0.0200891818160348,0.0549809186544109,0,0,"","Dendritic Cells
(quanTIseq)"
ACC,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.985961133087237,-0.985961133087237,0.469322766391844,0.701189483949187,0,0,"","Macrophages M1
(quanTIseq)"
BLCA,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.540389974298006,-0.240077487969698,0.0229079538115421,0.0992677998500159,0.300312486328308,0.300312486328308,"","Macrophages M1
(quanTIseq)"
BRCA,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.139830481240698,0.0244956919483621,0.00105150711770308,0.00420602847081231,0.16432617318906,0.16432617318906,**,"Macrophages M1
(quanTIseq)"
CESC,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,0.251440928006051,0.0367518423780213,0.0686006729159661,0.198179721757235,-0.21468908562803,-0.21468908562803,"","Macrophages M1
(quanTIseq)"
CHOL,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,0.469085131346193,1.3062144003602,0.342287011579694,0.711713153829442,0.837129269014012,0.837129269014012,"","Macrophages M1
(quanTIseq)"
COAD,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,0.93562483322121,1.23514625623136,0.000445212734922877,0.0115755311079948,0.299521423010145,0.299521423010145,*,"Macrophages M1
(quanTIseq)"
DLBC,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,1.15320456783378,2.44225564925107,0.16990435901539,0.580269824588948,1.28905108141729,1.28905108141729,"","Macrophages M1
(quanTIseq)"
ESCA,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,0.196259429949581,0.383978760046617,0.486929826425728,0.741616873487738,0.187719330097036,0.187719330097036,"","Macrophages M1
(quanTIseq)"
GBM,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,0.946175548115945,-0.562032611428406,5.77648226502801e-07,1.00125692593819e-05,-1.50820815954435,-1.50820815954435,****,"Macrophages M1
(quanTIseq)"
HNSC,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,0.674631093012864,0.692396136840498,0.131914253236038,0.298240920359738,0.0177650438276332,0.0177650438276332,"","Macrophages M1
(quanTIseq)"
KICH,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.919513603037283,-0.950507134348591,0.799313286330733,0.884346614663789,-0.0309935313113084,-0.0309935313113084,"","Macrophages M1
(quanTIseq)"
KIRC,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.25809785897952,-0.0855565779894625,0.00136175384621729,0.00472074666688661,0.172541280990057,0.172541280990057,**,"Macrophages M1
(quanTIseq)"
KIRP,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.525158047193886,-0.449270293717766,0.127014773267424,0.275198675412752,0.0758877534761195,0.0758877534761195,"","Macrophages M1
(quanTIseq)"
LAML,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.985961133087237,-0.985961133087237,0.509877754103519,0.866748502080571,0,0,"","Macrophages M1
(quanTIseq)"
LGG,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.985961133087237,-0.985961133087237,0.0304855990856015,0.0689239631500556,0,0,"","Macrophages M1
(quanTIseq)"
LIHC,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.348459960829862,-0.133636732651497,0.0352394777086343,0.0872596590880468,0.214823228178365,0.214823228178365,"","Macrophages M1
(quanTIseq)"
LUAD,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,2.50060296516971,3.86500727426557,1.2180956534804e-06,3.16704869904903e-05,1.36440430909586,1.36440430909586,****,"Macrophages M1
(quanTIseq)"
LUSC,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,1.12383063301736,0.201697512550837,2.1954761333056e-10,3.80549196439637e-09,-0.922133120466524,-0.922133120466524,****,"Macrophages M1
(quanTIseq)"
MESO,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,0.996259743231108,1.93994575468245,0.00254395867478341,0.0253414780322688,0.943686011451344,0.943686011451344,*,"Macrophages M1
(quanTIseq)"
OV,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.503969274172519,-0.278031080016565,0.312589911719318,0.483432780094651,0.225938194155954,0.225938194155954,"","Macrophages M1
(quanTIseq)"
PAAD,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,0.334374584084138,0.857379130661125,0.0188375519893839,0.108839189271996,0.523004546576987,0.523004546576987,"","Macrophages M1
(quanTIseq)"
PCPG,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.985961133087237,-0.985961133087237,0.459252627681182,0.645436125389769,0,0,"","Macrophages M1
(quanTIseq)"
PRAD,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.985961133087237,-0.985961133087237,0.451638418483788,0.572809701491634,0,0,"","Macrophages M1
(quanTIseq)"
READ,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,0.604070563288357,1.09888295286372,0.00801847624966352,0.124005962600092,0.494812389575368,0.494812389575368,"","Macrophages M1
(quanTIseq)"
SARC,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,0.105246411534846,-0.44643403079866,0.0016874265129745,0.00926633666037576,-0.551680442333506,-0.551680442333506,**,"Macrophages M1
(quanTIseq)"
SKCM,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,0.173451982012716,0.075910923012609,0.427581823169292,0.635264422994376,-0.0975410590001068,-0.0975410590001068,"","Macrophages M1
(quanTIseq)"
STAD,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,0.0654861286941136,0.746356053069251,3.29994985943976e-08,5.71991308969559e-07,0.680869924375137,0.680869924375137,****,"Macrophages M1
(quanTIseq)"
TGCT,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.683151925172315,-0.852308296094049,0.0207544431455316,0.092813959489989,-0.169156370921734,-0.169156370921734,"","Macrophages M1
(quanTIseq)"
THCA,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.40667570004267,-0.381448311770747,0.73263346925417,0.905430798215688,0.0252273882719234,0.0252273882719234,"","Macrophages M1
(quanTIseq)"
THYM,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.985961133087237,-0.985961133087237,0.187984624519354,0.30547501484395,0,0,"","Macrophages M1
(quanTIseq)"
UCEC,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.589328408043481,-0.555308391099527,0.886288632380428,0.940551201709842,0.0340200169439536,0.0340200169439536,"","Macrophages M1
(quanTIseq)"
UCS,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.847211259208296,-0.941253906935333,0.56791224783211,0.809930793991576,-0.0940426477270372,-0.0940426477270372,"","Macrophages M1
(quanTIseq)"
UVM,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.985961133087237,-0.981016803506749,9.63434789436642e-05,0.000556651211674504,0.00494432958048885,0.00494432958048885,***,"Macrophages M1
(quanTIseq)"
ACC,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,-0.788791893265638,-0.8142727370876,0.735130667233482,0.888995225491652,-0.0254808438219623,-0.0254808438219623,"","Macrophages M2
(quanTIseq)"
BLCA,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,-0.728916267766649,-0.757752622918155,0.991359854502222,0.991359854502222,-0.0288363551515055,-0.0288363551515055,"","Macrophages M2
(quanTIseq)"
BRCA,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,0.599472214021967,0.579024094704603,0.480270817259049,0.674975202634339,-0.020448119317364,-0.020448119317364,"","Macrophages M2
(quanTIseq)"
CESC,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,-0.615511985802521,-0.63885490563861,0.832079742189978,0.90141972070581,-0.0233429198360889,-0.0233429198360889,"","Macrophages M2
(quanTIseq)"
CHOL,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,-0.60076978722248,-1.03693510016567,0.779432601357917,0.943336705999941,-0.43616531294319,-0.43616531294319,"","Macrophages M2
(quanTIseq)"
COAD,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,-0.794663248959843,-0.666626199591167,0.86434049897864,0.917259305038557,0.128037049368677,0.128037049368677,"","Macrophages M2
(quanTIseq)"
DLBC,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,-1.23893590919227,-1.31036283790744,0.941574372681147,1,-0.0714269287151728,-0.0714269287151728,"","Macrophages M2
(quanTIseq)"
ESCA,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,-0.730716570932416,-0.559779206193009,0.0883681505725522,0.32822455926948,0.170937364739407,0.170937364739407,"","Macrophages M2
(quanTIseq)"
GBM,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,4.09702978352566,2.13614087679557,1.58905479124142e-06,1.8179278069252e-05,-1.96088890673009,-1.96088890673009,****,"Macrophages M2
(quanTIseq)"
HNSC,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,-0.608400826437182,-0.322712239063768,0.00213550993719771,0.0100951378849346,0.285688587373414,0.285688587373414,*,"Macrophages M2
(quanTIseq)"
