Cancer,DrugKey,Spearman_N,Spearman_Rho,Spearman_P,Spearman_FDR,DrugName,DrugID,PutativeTarget,PathwayName,N_CellLines_GDSC2,Median_LN_IC50,IsPriorityDrug
ESCA,Drug_1613__VE_822,162,-0.0535409089690231,0.498613373741154,0.594092530414992,VE-822,1613,ATR,Genome integrity,893,3.125544,TRUE
ESCA,Drug_1615__CZC24832,162,-0.0980480156260364,0.214503409691964,0.286004546255952,CZC24832,1615,PI3Kgamma,PI3K/MTOR signaling,893,5.183793,TRUE
ESCA,Drug_1736__SELUMETINIB,162,0.29415533736686,0.000145045437208592,0.000734039577931224,Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,717,4.214499,TRUE
ESCA,Drug_1778__GSK2110183B,162,-0.0982286634460547,0.213655956726829,0.286004546255952,GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,717,3.505438,TRUE
ESCA,Drug_1806__OXALIPLATIN,162,-0.00866403880540984,0.912866724821587,0.912866724821587,Oxaliplatin,1806,DNA alkylating agent,DNA replication,717,5.185118,TRUE
ESCA,Drug_1819__DOCETAXEL,162,-0.183813390801921,0.0192098999911085,0.0384197999822171,Docetaxel,1819,Microtubule stabiliser,Mitosis,670,-2.538492,TRUE
ESCA,Drug_1873__BUPARLISIB,162,-0.396534666740055,1.75345161658624e-07,4.90966452644147e-06,Buparlisib,1873,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,957,0.993008,TRUE
ESCA,Drug_1912__AFURESERTIB,162,-0.18887717500681,0.0160795284297913,0.0346328304641659,Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,956,2.4131465,TRUE
ESCA,Drug_1916__AZD5363,162,-0.215251756729484,0.00594473128067778,0.0158526167484741,AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",957,2.858666,TRUE
ESCA,Drug_1917__AZD6738,162,-0.278749465465923,0.00032828928255276,0.0012256133215303,AZD6738,1917,ATR,Genome integrity,957,1.970669,TRUE
ESCA,Drug_1918__AZD8186,162,-0.0302401628088478,0.702460353688423,0.771329015814739,AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,957,3.162977,TRUE
ESCA,Drug_1919__OSIMERTINIB,162,0.0325039058034524,0.681356964011473,0.76311979969285,Osimertinib,1919,EGFR,EGFR signaling,956,1.722364,TRUE
ESCA,Drug_1924__IPATASERTIB,162,-0.335588608461375,1.26804243647626e-05,0.000118350627404451,Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,957,3.487847,TRUE
ESCA,Drug_1926__GNE_317,162,-0.293887188259021,0.000147181483109506,0.000734039577931224,GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,943,0.556985,TRUE
ESCA,Drug_2045__AMG_319,162,-0.0182045018001273,0.818145927616887,0.848447628639734,AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,949,4.924722,TRUE
ESCA,Drug_2046__MK_8776,162,-0.101892427045801,0.196982259909659,0.282846321921561,MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,951,3.187491,TRUE
ESCA,Drug_2106__UPROSERTIB,162,-0.282286211067219,0.000273278103353534,0.00109311241341414,Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,736,2.7050635,TRUE
ESCA,Drug_2107__LJI308,162,-0.155979513408161,0.0474713502811143,0.08307486299195,LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,953,5.019894,TRUE
ESCA,Drug_2111__VE821,162,-0.231275782889547,0.00306523404263398,0.0095362836881946,VE821,2111,ATR,Genome integrity,950,3.9402775,TRUE
ESCA,Drug_2169__AZD6482,162,0.252055927436029,0.00121339763132078,0.00424689170962274,AZD6482,2169,PI3Kbeta,PI3K/MTOR signaling,266,3.3943365,TRUE
ESCA,Drug_2170__AT13148,162,-0.293150483868009,0.000153201978397432,0.000734039577931224,AT13148,2170,AKT1,PI3K/MTOR signaling,953,3.438764,TRUE
ESCA,Drug_2360__THR_101,162,-0.131131970289079,0.0962517107674932,0.158532229499401,THR-101,2360,Mutant RAS,PI3K/MTOR signaling,731,5.193065,TRUE
ESCA,Drug_2361__THR_102,162,-0.288893969608827,0.00019272738091627,0.000830210256254702,THR-102,2361,Mutant RAS,PI3K/MTOR signaling,731,4.99625,TRUE
ESCA,Drug_2362__THR_103,162,-0.292664992851709,0.000157294195270976,0.000734039577931224,THR-103,2362,Mutant RAS,PI3K/MTOR signaling,731,4.493783,TRUE
GBM,Drug_1005__CISPLATIN,161,-0.386289394985047,4.1678872075554e-07,2.12183348748275e-06,Cisplatin,1005,DNA crosslinker,DNA replication,760,3.1021655,TRUE
GBM,Drug_1007__DOCETAXEL,161,-0.260489993098689,0.000845966177064231,0.00217953748656418,Docetaxel,1007,Microtubule stabiliser,Mitosis,966,-4.50888,TRUE
GBM,Drug_1010__GEFITINIB,161,0.191445249597424,0.0149831450349476,0.0233071144988074,Gefitinib,1010,EGFR,EGFR signaling,957,3.258682,TRUE
GBM,Drug_1014__REFAMETINIB,161,0.460547504025765,7.88961448283958e-10,1.10454602759754e-08,Refametinib,1014,"MEK1, MEK2",ERK MAPK signaling,946,2.5389975,TRUE
GBM,Drug_1016__TEMSIROLIMUS,161,0.235760294455947,0.00260636635274416,0.00521273270548833,Temsirolimus,1016,MTOR,PI3K/MTOR signaling,921,1.134302,TRUE
GBM,Drug_1017__OLAPARIB,161,-0.249442144007361,0.00141781327007276,0.00322511004337811,Olaparib,1017,"PARP1, PARP2",Genome integrity,966,4.3531465,TRUE
GBM,Drug_1018__VELIPARIB,161,-0.0841327352196918,0.288649334266937,0.359208060421077,Veliparib,1018,"PARP1, PARP2",Genome integrity,948,5.28497,TRUE
GBM,Drug_1022__AZD7762,161,-0.116807568438003,0.14004336022108,0.182382050520476,AZD7762,1022,"CHEK1, CHEK2",Cell cycle,960,0.0970545,TRUE
GBM,Drug_1032__AFATINIB,161,0.267520703933747,0.000601901272145438,0.00177402480211287,Afatinib,1032,"EGFR, ERBB2",EGFR signaling,965,1.646094,TRUE
GBM,Drug_1046__WEE1_INHIBITOR,161,-0.203142972164711,0.00975154160020361,0.0165480705942849,Wee1 Inhibitor,1046,"WEE1, CHEK1",Cell cycle,956,1.8240615,TRUE
GBM,Drug_1053__MK_2206,161,-0.246995054060271,0.00158483648804225,0.00341349397424484,MK-2206,1053,"AKT1, AKT2",PI3K/MTOR signaling,967,2.75657,TRUE
GBM,Drug_1057__DACTOLISIB,161,-0.035098918794571,0.658473682736014,0.709125504484938,Dactolisib,1057,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,957,-1.67946,TRUE
GBM,Drug_1058__PICTILISIB,161,-0.00247584541062802,0.975133787288101,0.992863492511521,Pictilisib,1058,PI3K (class 1),PI3K/MTOR signaling,966,1.141478,TRUE
GBM,Drug_1059__AZD8055,161,0.255526800092018,0.00106981196651742,0.00260475957065111,AZD8055,1059,"MTORC1, MTORC2",PI3K/MTOR signaling,745,-0.155106,TRUE
GBM,Drug_1060__PD0325901,161,0.356835173683,3.37875982116136e-06,1.57675458320863e-05,PD0325901,1060,"MEK1, MEK2",ERK MAPK signaling,967,1.67305,TRUE
GBM,Drug_1062__SELUMETINIB,161,0.433445479641132,9.28261075332054e-09,1.0396524043719e-07,Selumetinib,1062,"MEK1, MEK2",ERK MAPK signaling,948,3.578666,TRUE
GBM,Drug_1080__PACLITAXEL,161,-0.262393604784909,0.000772188286689175,0.00216212720272969,Paclitaxel,1080,Microtubule stabiliser,Mitosis,957,-3.321115,TRUE
GBM,Drug_1084__RAPAMYCIN,161,0.191962847941109,0.0147080708915401,0.0233071144988074,Rapamycin,1084,MTORC1,PI3K/MTOR signaling,949,-1.958811,TRUE
GBM,Drug_1089__OXALIPLATIN,161,-0.334641706924316,1.43261184313513e-05,6.17125101658208e-05,Oxaliplatin,1089,DNA alkylating agent,DNA replication,966,3.84296,TRUE
GBM,Drug_1129__PF_4708671,161,-0.283612261329653,0.000266617431508964,0.000878269186147176,PF-4708671,1129,S6K1,PI3K/MTOR signaling,267,3.599153,TRUE
GBM,Drug_1168__ERLOTINIB,161,0.260236945019554,0.000856246869721641,0.00217953748656418,Erlotinib,1168,EGFR,EGFR signaling,954,2.8669695,TRUE
GBM,Drug_1175__RUCAPARIB,161,-0.06670692431562,0.400483621138032,0.47527384267684,Rucaparib,1175,"PARP1, PARP2",Genome integrity,947,4.01274,TRUE
GBM,Drug_1177__NIRAPARIB,161,-0.398314929836669,1.66912261169997e-07,1.03856518061332e-06,Niraparib,1177,"PARP1, PARP2",Genome integrity,893,4.38618,TRUE
GBM,Drug_1179__MK_1775,161,-0.249105705083966,0.00143978126936523,0.00322511004337811,MK-1775,1179,"WEE1, PLK1",Cell cycle,966,0.445436,TRUE
GBM,Drug_1190__GEMCITABINE,161,0.277047389003911,0.000373905204189352,0.00116326063525576,Gemcitabine,1190,Pyrimidine antimetabolite,DNA replication,959,-1.053316,TRUE
GBM,Drug_1259__TALAZOPARIB,161,-0.407588566827697,8.03694121302199e-08,6.42955297041759e-07,Talazoparib,1259,"PARP1, PARP2",Genome integrity,955,3.161281,TRUE
GBM,Drug_1372__TRAMETINIB,161,0.31375373821026,5.05886434486282e-05,0.000202354573794513,Trametinib,1372,"MEK1, MEK2",ERK MAPK signaling,965,0.540507,TRUE
GBM,Drug_1441__AZD2014,161,-0.0234587071543593,0.767704391244931,0.800530726496404,AZD2014,1441,"mTORC1, mTORC2",PI3K/MTOR signaling,717,2.014818,TRUE
GBM,Drug_1553__UPROSERTIB,161,-0.285630894870025,0.00023988182067976,0.000839586372379161,Uprosertib,1553,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,897,2.9051,TRUE
GBM,Drug_1560__ALPELISIB,161,-0.0657378651943869,0.407377579437291,0.47527384267684,Alpelisib,1560,PI3Kalpha,PI3K/MTOR signaling,964,3.3928615,TRUE
GBM,Drug_1561__TASELISIB,161,-0.121256038647343,0.125463771739014,0.167285028985352,Taselisib,1561,PI3K (beta sparing),PI3K/MTOR signaling,965,1.901128,TRUE
GBM,Drug_1594__OSI_027,161,0.508100414078675,5.97800890541966e-12,1.67384249351751e-10,OSI-027,1594,"MTORC1, MTORC2",PI3K/MTOR signaling,959,2.511485,TRUE
GBM,Drug_1613__VE_822,161,0.046822521279043,0.555320995244802,0.609764230072724,VE-822,1613,ATR,Genome integrity,893,3.125544,TRUE
GBM,Drug_1615__CZC24832,161,-0.0523378191856453,0.509658144232798,0.570817121540733,CZC24832,1615,PI3Kgamma,PI3K/MTOR signaling,893,5.183793,TRUE
GBM,Drug_1736__SELUMETINIB,161,0.221284794110881,0.00478787032207106,0.00924554269089584,Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,717,4.214499,TRUE
GBM,Drug_1778__GSK2110183B,161,-0.390821256038647,2.9647817113287e-07,1.66027775834407e-06,GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,717,3.505438,TRUE
GBM,Drug_1806__OXALIPLATIN,161,-0.152622498274672,0.0532593765976032,0.0759532824531634,Oxaliplatin,1806,DNA alkylating agent,DNA replication,717,5.185118,TRUE
GBM,Drug_1819__DOCETAXEL,161,-0.211096733379342,0.00718799093454885,0.0129847578172495,Docetaxel,1819,Microtubule stabiliser,Mitosis,670,-2.538492,TRUE
GBM,Drug_1873__BUPARLISIB,161,-0.195054060271452,0.0131552764024313,0.0216675140745927,Buparlisib,1873,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,957,0.993008,TRUE
GBM,Drug_1912__AFURESERTIB,161,-0.243530020703934,0.00185210515882375,0.00384140329237518,Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,956,2.4131465,TRUE
GBM,Drug_1916__AZD5363,161,-0.111781113411548,0.158032383008355,0.201132123828815,AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",957,2.858666,TRUE
GBM,Drug_1917__AZD6738,161,0.0595755693581781,0.452829447822081,0.517519368939521,AZD6738,1917,ATR,Genome integrity,957,1.970669,TRUE
GBM,Drug_1918__AZD8186,161,0.209681964573269,0.0075946384991158,0.0132906173734527,AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,957,3.162977,TRUE
GBM,Drug_1919__OSIMERTINIB,161,0.215064987347596,0.00614875842537301,0.0114776823940296,Osimertinib,1919,EGFR,EGFR signaling,956,1.722364,TRUE
GBM,Drug_1924__IPATASERTIB,161,-0.409086726478031,7.12696408338191e-08,6.42955297041759e-07,Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,957,3.487847,TRUE
GBM,Drug_1926__GNE_317,161,0.0661893259719347,0.404157174663812,0.47527384267684,GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,943,0.556985,TRUE
GBM,Drug_2045__AMG_319,161,-0.000670002300437083,0.993269815536441,0.993269815536441,AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,949,4.924722,TRUE
GBM,Drug_2046__MK_8776,161,0.0230187485622268,0.771940343407247,0.800530726496404,MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,951,3.187491,TRUE
GBM,Drug_2106__UPROSERTIB,161,-0.474016563146998,2.13364333001872e-10,3.98280088270162e-09,Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,736,2.7050635,TRUE
GBM,Drug_2107__LJI308,161,0.151998504715896,0.0542523446094024,0.0759532824531634,LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,953,5.019894,TRUE
GBM,Drug_2111__VE821,161,0.161919139636531,0.0401622157534645,0.0591864232156318,VE821,2111,ATR,Genome integrity,950,3.9402775,TRUE
GBM,Drug_2169__AZD6482,161,0.526745456636761,7.10684936242265e-13,3.97983564295668e-11,AZD6482,2169,PI3Kbeta,PI3K/MTOR signaling,266,3.3943365,TRUE
GBM,Drug_2170__AT13148,161,-0.180466413618588,0.0219713822918701,0.0332539840093169,AT13148,2170,AKT1,PI3K/MTOR signaling,953,3.438764,TRUE
GBM,Drug_2360__THR_101,161,-0.290507821486082,0.000185224218386568,0.000691503748643186,THR-101,2360,Mutant RAS,PI3K/MTOR signaling,731,5.193065,TRUE
GBM,Drug_2361__THR_102,161,-0.400500345065562,1.40785476723601e-07,9.85498337065205e-07,THR-102,2361,Mutant RAS,PI3K/MTOR signaling,731,4.99625,TRUE
GBM,Drug_2362__THR_103,161,-0.141269841269841,0.0738531695961692,0.100872621887451,THR-103,2362,Mutant RAS,PI3K/MTOR signaling,731,4.493783,TRUE
HNSC,Drug_1005__CISPLATIN,502,-0.384402604579124,4.00306391510014e-19,4.48343158491216e-18,Cisplatin,1005,DNA crosslinker,DNA replication,760,3.1021655,TRUE
HNSC,Drug_1007__DOCETAXEL,502,-0.174500720940953,8.48757413021044e-05,0.000179288298742511,Docetaxel,1007,Microtubule stabiliser,Mitosis,966,-4.50888,TRUE
HNSC,Drug_1010__GEFITINIB,502,0.178405151788413,5.83074694552078e-05,0.000130608731579666,Gefitinib,1010,EGFR,EGFR signaling,957,3.258682,TRUE
HNSC,Drug_1014__REFAMETINIB,502,0.218862742622444,7.35941831160833e-07,1.87330647931849e-06,Refametinib,1014,"MEK1, MEK2",ERK MAPK signaling,946,2.5389975,TRUE
HNSC,Drug_1016__TEMSIROLIMUS,502,0.102075572900361,0.0221774099329948,0.036527498713168,Temsirolimus,1016,MTOR,PI3K/MTOR signaling,921,1.134302,TRUE
HNSC,Drug_1017__OLAPARIB,502,-0.230835660228101,1.69641176984051e-07,4.52376471957468e-07,Olaparib,1017,"PARP1, PARP2",Genome integrity,966,4.3531465,TRUE
HNSC,Drug_1018__VELIPARIB,502,-0.0795561103877961,0.0749348334637049,0.102350016438231,Veliparib,1018,"PARP1, PARP2",Genome integrity,948,5.28497,TRUE
HNSC,Drug_1022__AZD7762,502,-0.368808405857054,1.27665217443393e-17,1.02132173954714e-16,AZD7762,1022,"CHEK1, CHEK2",Cell cycle,960,0.0970545,TRUE
HNSC,Drug_1032__AFATINIB,502,0.262291461053087,2.41855207422121e-09,7.9669950680228e-09,Afatinib,1032,"EGFR, ERBB2",EGFR signaling,965,1.646094,TRUE
HNSC,Drug_1046__WEE1_INHIBITOR,502,-0.344996983767647,1.77578861191016e-15,9.04037838790627e-15,Wee1 Inhibitor,1046,"WEE1, CHEK1",Cell cycle,956,1.8240615,TRUE
HNSC,Drug_1053__MK_2206,502,-0.0944706548978193,0.0343357373395775,0.0519676024599011,MK-2206,1053,"AKT1, AKT2",PI3K/MTOR signaling,967,2.75657,TRUE
HNSC,Drug_1057__DACTOLISIB,502,-0.358940661444412,1.03808027024949e-16,7.26656189174642e-16,Dactolisib,1057,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,957,-1.67946,TRUE
HNSC,Drug_1058__PICTILISIB,502,0.0754783748305785,0.0911591724348593,0.118718922240747,Pictilisib,1058,PI3K (class 1),PI3K/MTOR signaling,966,1.141478,TRUE
HNSC,Drug_1059__AZD8055,502,-0.0786529718319138,0.0783090040623392,0.104412005416452,AZD8055,1059,"MTORC1, MTORC2",PI3K/MTOR signaling,745,-0.155106,TRUE
HNSC,Drug_1060__PD0325901,502,0.0212375104052783,0.634999870796483,0.670943259709492,PD0325901,1060,"MEK1, MEK2",ERK MAPK signaling,967,1.67305,TRUE
HNSC,Drug_1062__SELUMETINIB,502,0.117206772011963,0.00857425783907705,0.0154889819028489,Selumetinib,1062,"MEK1, MEK2",ERK MAPK signaling,948,3.578666,TRUE
HNSC,Drug_1080__PACLITAXEL,502,-0.30568906621345,2.55492339470749e-12,1.19229758419683e-11,Paclitaxel,1080,Microtubule stabiliser,Mitosis,957,-3.321115,TRUE
HNSC,Drug_1084__RAPAMYCIN,502,0.0125478965318711,0.779132063767502,0.793836374038162,Rapamycin,1084,MTORC1,PI3K/MTOR signaling,949,-1.958811,TRUE
HNSC,Drug_1089__OXALIPLATIN,502,-0.346586131990176,1.29397597893548e-15,7.24626548203867e-15,Oxaliplatin,1089,DNA alkylating agent,DNA replication,966,3.84296,TRUE
HNSC,Drug_1129__PF_4708671,502,-0.115199396933759,0.00978730799309738,0.0171277889879204,PF-4708671,1129,S6K1,PI3K/MTOR signaling,267,3.599153,TRUE
HNSC,Drug_1168__ERLOTINIB,502,0.271331858077387,6.3920030361966e-10,2.23720106266881e-09,Erlotinib,1168,EGFR,EGFR signaling,954,2.8669695,TRUE
HNSC,Drug_1175__RUCAPARIB,502,0.0499077249649513,0.264375725096791,0.329000902342673,Rucaparib,1175,"PARP1, PARP2",Genome integrity,947,4.01274,TRUE
HNSC,Drug_1177__NIRAPARIB,502,-0.174308349867396,8.64425726079961e-05,0.000179288298742511,Niraparib,1177,"PARP1, PARP2",Genome integrity,893,4.38618,TRUE
HNSC,Drug_1179__MK_1775,502,-0.492614368895533,4.76998484072175e-32,2.67119151080418e-30,MK-1775,1179,"WEE1, PLK1",Cell cycle,966,0.445436,TRUE
HNSC,Drug_1190__GEMCITABINE,502,-0.250328124058094,1.30447332991143e-08,4.05836147083557e-08,Gemcitabine,1190,Pyrimidine antimetabolite,DNA replication,959,-1.053316,TRUE
HNSC,Drug_1259__TALAZOPARIB,502,-0.371492779136428,7.12838413415727e-18,6.65315852521345e-17,Talazoparib,1259,"PARP1, PARP2",Genome integrity,955,3.161281,TRUE
HNSC,Drug_1372__TRAMETINIB,502,0.0294768355774175,0.509936997214222,0.571129436879928,Trametinib,1372,"MEK1, MEK2",ERK MAPK signaling,965,0.540507,TRUE
HNSC,Drug_1441__AZD2014,502,-0.0265650887954237,0.552631630430035,0.606811202040823,AZD2014,1441,"mTORC1, mTORC2",PI3K/MTOR signaling,717,2.014818,TRUE
HNSC,Drug_1553__UPROSERTIB,502,-0.0801877666889851,0.0726460273709813,0.101704438319374,Uprosertib,1553,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,897,2.9051,TRUE
HNSC,Drug_1560__ALPELISIB,502,-0.045609255932307,0.307787764000509,0.37469814747888,Alpelisib,1560,PI3Kalpha,PI3K/MTOR signaling,964,3.3928615,TRUE
HNSC,Drug_1561__TASELISIB,502,0.138426686345178,0.00187882820616273,0.00362808205327976,Taselisib,1561,PI3K (beta sparing),PI3K/MTOR signaling,965,1.901128,TRUE
HNSC,Drug_1594__OSI_027,502,0.249131116870123,1.53684186683161e-08,4.52963918645107e-08,OSI-027,1594,"MTORC1, MTORC2",PI3K/MTOR signaling,959,2.511485,TRUE
HNSC,Drug_1613__VE_822,502,-0.00308566806570459,0.945018824698556,0.945018824698556,VE-822,1613,ATR,Genome integrity,893,3.125544,TRUE
HNSC,Drug_1615__CZC24832,502,-0.0402040840815261,0.368703403305012,0.430153970522514,CZC24832,1615,PI3Kgamma,PI3K/MTOR signaling,893,5.183793,TRUE
HNSC,Drug_1736__SELUMETINIB,502,0.0676232226603639,0.130259909036904,0.165785338774241,Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,717,4.214499,TRUE
HNSC,Drug_1778__GSK2110183B,502,0.0125170678341858,0.779660724501766,0.793836374038162,GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,717,3.505438,TRUE
HNSC,Drug_1806__OXALIPLATIN,502,-0.0818629506924386,0.0668511895282394,0.0959914516302925,Oxaliplatin,1806,DNA alkylating agent,DNA replication,717,5.185118,TRUE
HNSC,Drug_1819__DOCETAXEL,502,-0.128602102109295,0.00389941204495836,0.00727890248392226,Docetaxel,1819,Microtubule stabiliser,Mitosis,670,-2.538492,TRUE
HNSC,Drug_1873__BUPARLISIB,502,-0.394204138434892,4.12194786658406e-20,5.77072701321768e-19,Buparlisib,1873,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,957,0.993008,TRUE
HNSC,Drug_1912__AFURESERTIB,502,-0.110940388634152,0.012877319176756,0.0218524204211617,Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,956,2.4131465,TRUE
HNSC,Drug_1916__AZD5363,502,-0.0915287434208595,0.0403716104463941,0.0594950048683702,AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",957,2.858666,TRUE
HNSC,Drug_1917__AZD6738,502,-0.292248892313035,2.42297791233994e-11,9.69191164935977e-11,AZD6738,1917,ATR,Genome integrity,957,1.970669,TRUE
HNSC,Drug_1918__AZD8186,502,0.042997922952065,0.336337581344588,0.400742650112701,AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,957,3.162977,TRUE
HNSC,Drug_1919__OSIMERTINIB,502,0.41087971301423,7.20866617466693e-22,2.01842652890674e-20,Osimertinib,1919,EGFR,EGFR signaling,956,1.722364,TRUE
HNSC,Drug_1924__IPATASERTIB,502,-0.347405416488354,1.09837248656328e-15,6.83431769417154e-15,Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,957,3.487847,TRUE
HNSC,Drug_1926__GNE_317,502,-0.276165797874442,3.07401069054359e-10,1.14763065780294e-09,GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,943,0.556985,TRUE
HNSC,Drug_2045__AMG_319,502,0.0213652834999925,0.632964854393723,0.670943259709492,AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,949,4.924722,TRUE
HNSC,Drug_2046__MK_8776,502,-0.145023079074519,0.0011202837769386,0.0022405675538772,MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,951,3.187491,TRUE
HNSC,Drug_2106__UPROSERTIB,502,-0.0988775460887845,0.0267398247848525,0.042783719655764,Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,736,2.7050635,TRUE
HNSC,Drug_2107__LJI308,502,-0.0974465253709985,0.0290299806139504,0.0451577476217007,LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,953,5.019894,TRUE
HNSC,Drug_2111__VE821,502,-0.210276428600665,2.00604608988626e-06,4.88428613189699e-06,VE821,2111,ATR,Genome integrity,950,3.9402775,TRUE
HNSC,Drug_2169__AZD6482,502,0.296125150473688,1.28168486357844e-11,5.52110402772252e-11,AZD6482,2169,PI3Kbeta,PI3K/MTOR signaling,266,3.3943365,TRUE
HNSC,Drug_2170__AT13148,502,-0.407314682413902,1.74545495258692e-21,3.25818257816225e-20,AT13148,2170,AKT1,PI3K/MTOR signaling,953,3.438764,TRUE
HNSC,Drug_2360__THR_101,502,-0.0347767155684117,0.436877116612131,0.499288133271006,THR-101,2360,Mutant RAS,PI3K/MTOR signaling,731,5.193065,TRUE
HNSC,Drug_2361__THR_102,502,-0.233370158607958,1.23048635468502e-07,3.44536179311805e-07,THR-102,2361,Mutant RAS,PI3K/MTOR signaling,731,4.99625,TRUE
HNSC,Drug_2362__THR_103,502,-0.181215211296811,4.42803145270463e-05,0.000103320733896441,THR-103,2362,Mutant RAS,PI3K/MTOR signaling,731,4.493783,TRUE
KICH,Drug_1005__CISPLATIN,65,0.0606643356643357,0.63119604945639,0.679749591722266,Cisplatin,1005,DNA crosslinker,DNA replication,760,3.1021655,TRUE
KICH,Drug_1007__DOCETAXEL,65,0.408304195804196,0.00073433395895306,0.00195822389054149,Docetaxel,1007,Microtubule stabiliser,Mitosis,966,-4.50888,TRUE
KICH,Drug_1010__GEFITINIB,65,0.392744755244755,0.00121190502929575,0.00308302655744586,Gefitinib,1010,EGFR,EGFR signaling,957,3.258682,TRUE
KICH,Drug_1014__REFAMETINIB,65,0.331424825174825,0.00699950990758766,0.0135162949939624,Refametinib,1014,"MEK1, MEK2",ERK MAPK signaling,946,2.5389975,TRUE
KICH,Drug_1016__TEMSIROLIMUS,65,0.630594405594406,1.8048754057013e-08,2.02146045438545e-07,Temsirolimus,1016,MTOR,PI3K/MTOR signaling,921,1.134302,TRUE
KICH,Drug_1017__OLAPARIB,65,0.0097027972027972,0.938853945128979,0.955924016858597,Olaparib,1017,"PARP1, PARP2",Genome integrity,966,4.3531465,TRUE
KICH,Drug_1018__VELIPARIB,65,0.444449300699301,0.000208081696388418,0.000685445588103025,Veliparib,1018,"PARP1, PARP2",Genome integrity,948,5.28497,TRUE
KICH,Drug_1022__AZD7762,65,0.308872377622378,0.0122995514738794,0.0215242150792889,AZD7762,1022,"CHEK1, CHEK2",Cell cycle,960,0.0970545,TRUE
KICH,Drug_1032__AFATINIB,65,0.680856643356643,4.36350605525467e-10,8.14521130314205e-09,Afatinib,1032,"EGFR, ERBB2",EGFR signaling,965,1.646094,TRUE
KICH,Drug_1046__WEE1_INHIBITOR,65,0.215603146853147,0.0845507900562994,0.110097266447253,Wee1 Inhibitor,1046,"WEE1, CHEK1",Cell cycle,956,1.8240615,TRUE
KICH,Drug_1053__MK_2206,65,0.412456293706294,0.000639795941755645,0.00187965137243255,MK-2206,1053,"AKT1, AKT2",PI3K/MTOR signaling,967,2.75657,TRUE
KICH,Drug_1057__DACTOLISIB,65,0.0699300699300699,0.579898364193793,0.636751144997106,Dactolisib,1057,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,957,-1.67946,TRUE
KICH,Drug_1058__PICTILISIB,65,0.438986013986014,0.000254083582768339,0.000790482257501498,Pictilisib,1058,PI3K (class 1),PI3K/MTOR signaling,966,1.141478,TRUE
KICH,Drug_1059__AZD8055,65,0.37854020979021,0.00187557412868655,0.00403969812332488,AZD8055,1059,"MTORC1, MTORC2",PI3K/MTOR signaling,745,-0.155106,TRUE
