Cancer,DrugKey,Spearman_N,Spearman_Rho,Spearman_P,Spearman_FDR,DrugName,DrugID,PutativeTarget,PathwayName,N_CellLines_GDSC2,Median_LN_IC50,IsPriorityDrug
KICH,Drug_1060__PD0325901,65,0.0897727272727273,0.476981857809995,0.534219680747195,PD0325901,1060,"MEK1, MEK2",ERK MAPK signaling,967,1.67305,TRUE
KICH,Drug_1062__SELUMETINIB,65,0.509571678321678,1.45548191024967e-05,7.4097260885438e-05,Selumetinib,1062,"MEK1, MEK2",ERK MAPK signaling,948,3.578666,TRUE
KICH,Drug_1080__PACLITAXEL,65,0.391346153846154,0.00126624305037955,0.00308302655744586,Paclitaxel,1080,Microtubule stabiliser,Mitosis,957,-3.321115,TRUE
KICH,Drug_1084__RAPAMYCIN,65,0.266564685314685,0.0318398476781383,0.0509437562850214,Rapamycin,1084,MTORC1,PI3K/MTOR signaling,949,-1.958811,TRUE
KICH,Drug_1089__OXALIPLATIN,65,0.255332167832168,0.0400946509868033,0.0606837960881348,Oxaliplatin,1089,DNA alkylating agent,DNA replication,966,3.84296,TRUE
KICH,Drug_1129__PF_4708671,65,0.772858391608392,4.6198522598524e-14,2.58711726551735e-12,PF-4708671,1129,S6K1,PI3K/MTOR signaling,267,3.599153,TRUE
KICH,Drug_1168__ERLOTINIB,65,0.253059440559441,0.0419638396887095,0.0618414479623087,Erlotinib,1168,EGFR,EGFR signaling,954,2.8669695,TRUE
KICH,Drug_1175__RUCAPARIB,65,0.321547202797203,0.00900523027458344,0.0162675127540862,Rucaparib,1175,"PARP1, PARP2",Genome integrity,947,4.01274,TRUE
KICH,Drug_1177__NIRAPARIB,65,0.151311188811189,0.228906036236371,0.267057042275766,Niraparib,1177,"PARP1, PARP2",Genome integrity,893,4.38618,TRUE
KICH,Drug_1179__MK_1775,65,0.175087412587413,0.163012078594343,0.198449486984418,MK-1775,1179,"WEE1, PLK1",Cell cycle,966,0.445436,TRUE
KICH,Drug_1190__GEMCITABINE,65,0.281555944055944,0.0230798960997749,0.0380139465172763,Gemcitabine,1190,Pyrimidine antimetabolite,DNA replication,959,-1.053316,TRUE
KICH,Drug_1259__TALAZOPARIB,65,0.0136800699300699,0.91387095849865,0.947718031035637,Talazoparib,1259,"PARP1, PARP2",Genome integrity,955,3.161281,TRUE
KICH,Drug_1372__TRAMETINIB,65,0.295804195804196,0.016739422128439,0.0284062920967449,Trametinib,1372,"MEK1, MEK2",ERK MAPK signaling,965,0.540507,TRUE
KICH,Drug_1441__AZD2014,65,0.334047202797203,0.00653775460514893,0.0130755092102979,AZD2014,1441,"mTORC1, mTORC2",PI3K/MTOR signaling,717,2.014818,TRUE
KICH,Drug_1553__UPROSERTIB,65,0.466608391608392,8.93360009040554e-05,0.000312676003164194,Uprosertib,1553,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,897,2.9051,TRUE
KICH,Drug_1560__ALPELISIB,65,0.701048951048951,7.89068002091811e-11,2.20939040585707e-09,Alpelisib,1560,PI3Kalpha,PI3K/MTOR signaling,964,3.3928615,TRUE
KICH,Drug_1561__TASELISIB,65,0.475262237762238,6.31905826393145e-05,0.000235911508520108,Taselisib,1561,PI3K (beta sparing),PI3K/MTOR signaling,965,1.901128,TRUE
KICH,Drug_1594__OSI_027,65,0.510926573426573,1.36897055055859e-05,7.4097260885438e-05,OSI-027,1594,"MTORC1, MTORC2",PI3K/MTOR signaling,959,2.511485,TRUE
KICH,Drug_1613__VE_822,65,0.580375874125874,4.03261361442722e-07,3.22609089154178e-06,VE-822,1613,ATR,Genome integrity,893,3.125544,TRUE
KICH,Drug_1615__CZC24832,65,0.264947552447552,0.0329324191901638,0.0512282076291438,CZC24832,1615,PI3Kgamma,PI3K/MTOR signaling,893,5.183793,TRUE
KICH,Drug_1736__SELUMETINIB,65,0.093312937062937,0.459706033428105,0.525378323917834,Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,717,4.214499,TRUE
KICH,Drug_1778__GSK2110183B,65,0.618837412587413,3.92336982874309e-08,3.66181184016022e-07,GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,717,3.505438,TRUE
KICH,Drug_1806__OXALIPLATIN,65,0.484484265734266,4.32416608485988e-05,0.000175507321955576,Oxaliplatin,1806,DNA alkylating agent,DNA replication,717,5.185118,TRUE
KICH,Drug_1819__DOCETAXEL,65,0.38277972027972,0.0016496846583095,0.00369529363461327,Docetaxel,1819,Microtubule stabiliser,Mitosis,670,-2.538492,TRUE
KICH,Drug_1873__BUPARLISIB,65,0.214291958041958,0.0865049950656984,0.110097266447253,Buparlisib,1873,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,957,0.993008,TRUE
KICH,Drug_1912__AFURESERTIB,65,0.323208041958042,0.00863650492844041,0.0161214758664221,Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,956,2.4131465,TRUE
KICH,Drug_1916__AZD5363,65,0.227622377622378,0.0682184116902729,0.0931763671867141,AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",957,2.858666,TRUE
KICH,Drug_1917__AZD6738,65,0.389903846153846,0.00132456852996833,0.00309065990325944,AZD6738,1917,ATR,Genome integrity,957,1.970669,TRUE
KICH,Drug_1918__AZD8186,65,-0.247115384615385,0.0471950034666764,0.0677671844649712,AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,957,3.162977,TRUE
KICH,Drug_1919__OSIMERTINIB,65,0.675786713286713,6.56406735925505e-10,9.18969430295707e-09,Osimertinib,1919,EGFR,EGFR signaling,956,1.722364,TRUE
KICH,Drug_1924__IPATASERTIB,65,0.2375,0.0567816501108994,0.0794943101552591,Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,957,3.487847,TRUE
KICH,Drug_1926__GNE_317,65,0.00284090909090909,0.982081208327666,0.982081208327666,GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,943,0.556985,TRUE
KICH,Drug_2045__AMG_319,65,0.365909090909091,0.0027219449775641,0.00564551550902183,AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,949,4.924722,TRUE
KICH,Drug_2046__MK_8776,65,0.513723776223776,1.20528948902867e-05,7.4097260885438e-05,MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,951,3.187491,TRUE
KICH,Drug_2106__UPROSERTIB,65,0.171853146853147,0.171046506664141,0.203800093046636,Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,736,2.7050635,TRUE
KICH,Drug_2107__LJI308,65,0.221547202797203,0.0761250926946555,0.101500123592874,LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,953,5.019894,TRUE
KICH,Drug_2111__VE821,65,0.484134615384615,4.3876830488894e-05,0.000175507321955576,VE821,2111,ATR,Genome integrity,950,3.9402775,TRUE
KICH,Drug_2169__AZD6482,65,0.496896853146853,2.55011097986963e-05,0.000119005179060583,AZD6482,2169,PI3Kbeta,PI3K/MTOR signaling,266,3.3943365,TRUE
KICH,Drug_2170__AT13148,65,-0.0550262237762238,0.663302780553874,0.700848220962584,AT13148,2170,AKT1,PI3K/MTOR signaling,953,3.438764,TRUE
KICH,Drug_2360__THR_101,65,0.411013986013986,0.000671304061583054,0.00187965137243255,THR-101,2360,Mutant RAS,PI3K/MTOR signaling,731,5.193065,TRUE
KICH,Drug_2361__THR_102,65,0.17618006993007,0.1603615296937,0.198449486984418,THR-102,2361,Mutant RAS,PI3K/MTOR signaling,731,4.99625,TRUE
KICH,Drug_2362__THR_103,65,0.57534965034965,5.3501801920186e-07,3.74512613441302e-06,THR-103,2362,Mutant RAS,PI3K/MTOR signaling,731,4.493783,TRUE
KIRC,Drug_1005__CISPLATIN,532,-0.123126048976226,0.00445417431155936,0.00593889908207915,Cisplatin,1005,DNA crosslinker,DNA replication,760,3.1021655,TRUE
KIRC,Drug_1007__DOCETAXEL,532,0.240827208734783,1.85900293206659e-08,4.73200746344222e-08,Docetaxel,1007,Microtubule stabiliser,Mitosis,966,-4.50888,TRUE
KIRC,Drug_1010__GEFITINIB,532,0.282558002472713,3.18750853710317e-11,1.19000318718518e-10,Gefitinib,1010,EGFR,EGFR signaling,957,3.258682,TRUE
KIRC,Drug_1014__REFAMETINIB,532,0.124049988870163,0.00416253690910887,0.00568541626609992,Refametinib,1014,"MEK1, MEK2",ERK MAPK signaling,946,2.5389975,TRUE
KIRC,Drug_1016__TEMSIROLIMUS,532,0.534067942457664,1.45976513519884e-40,2.72489491903784e-39,Temsirolimus,1016,MTOR,PI3K/MTOR signaling,921,1.134302,TRUE
KIRC,Drug_1017__OLAPARIB,532,-0.275107267644419,1.07910398061967e-10,3.77686393216884e-10,Olaparib,1017,"PARP1, PARP2",Genome integrity,966,4.3531465,TRUE
KIRC,Drug_1018__VELIPARIB,532,0.228313732784915,1.01410486507303e-07,2.10332860904035e-07,Veliparib,1018,"PARP1, PARP2",Genome integrity,948,5.28497,TRUE
KIRC,Drug_1022__AZD7762,532,0.0291136305800913,0.502811844210762,0.531272891996277,AZD7762,1022,"CHEK1, CHEK2",Cell cycle,960,0.0970545,TRUE
KIRC,Drug_1032__AFATINIB,532,0.421666705320238,2.39644916059343e-24,1.91715932847474e-23,Afatinib,1032,"EGFR, ERBB2",EGFR signaling,965,1.646094,TRUE
KIRC,Drug_1046__WEE1_INHIBITOR,532,0.139405817306646,0.00126588548856784,0.00177223968399498,Wee1 Inhibitor,1046,"WEE1, CHEK1",Cell cycle,956,1.8240615,TRUE
KIRC,Drug_1053__MK_2206,532,0.186747754685789,1.45478284009611e-05,2.46872239531462e-05,MK-2206,1053,"AKT1, AKT2",PI3K/MTOR signaling,967,2.75657,TRUE
KIRC,Drug_1057__DACTOLISIB,532,0.188006426534744,1.27020050614084e-05,2.22285088574648e-05,Dactolisib,1057,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,957,-1.67946,TRUE
KIRC,Drug_1058__PICTILISIB,532,0.262457029781501,7.8735461817511e-10,2.44954770098923e-09,Pictilisib,1058,PI3K (class 1),PI3K/MTOR signaling,966,1.141478,TRUE
KIRC,Drug_1059__AZD8055,532,0.431552296328955,1.52393550044162e-25,1.42233980041218e-24,AZD8055,1059,"MTORC1, MTORC2",PI3K/MTOR signaling,745,-0.155106,TRUE
KIRC,Drug_1060__PD0325901,532,-0.180522059114779,2.80892266986586e-05,4.49427627178538e-05,PD0325901,1060,"MEK1, MEK2",ERK MAPK signaling,967,1.67305,TRUE
KIRC,Drug_1062__SELUMETINIB,532,0.252183627893469,3.66679265181209e-09,9.77811373816557e-09,Selumetinib,1062,"MEK1, MEK2",ERK MAPK signaling,948,3.578666,TRUE
KIRC,Drug_1080__PACLITAXEL,532,0.26506483080535,5.27135181075265e-10,1.73644530236558e-09,Paclitaxel,1080,Microtubule stabiliser,Mitosis,957,-3.321115,TRUE
KIRC,Drug_1084__RAPAMYCIN,532,0.382587227760309,5.47380284009624e-20,3.40592176717099e-19,Rapamycin,1084,MTORC1,PI3K/MTOR signaling,949,-1.958811,TRUE
KIRC,Drug_1089__OXALIPLATIN,532,0.106554266864095,0.0139359367428674,0.0181491269209435,Oxaliplatin,1089,DNA alkylating agent,DNA replication,966,3.84296,TRUE
KIRC,Drug_1129__PF_4708671,532,0.338178179891807,1.06396161344459e-15,4.96515419607475e-15,PF-4708671,1129,S6K1,PI3K/MTOR signaling,267,3.599153,TRUE
KIRC,Drug_1168__ERLOTINIB,532,0.0173615104317221,0.68950006314678,0.702036427931267,Erlotinib,1168,EGFR,EGFR signaling,954,2.8669695,TRUE
KIRC,Drug_1175__RUCAPARIB,532,0.0402616392477362,0.354014147935143,0.39649584568736,Rucaparib,1175,"PARP1, PARP2",Genome integrity,947,4.01274,TRUE
KIRC,Drug_1177__NIRAPARIB,532,-0.101826098301371,0.0188129744774439,0.023943785698565,Niraparib,1177,"PARP1, PARP2",Genome integrity,893,4.38618,TRUE
KIRC,Drug_1179__MK_1775,532,-0.0657317921955332,0.129979239403147,0.154868880990983,MK-1775,1179,"WEE1, PLK1",Cell cycle,966,0.445436,TRUE
KIRC,Drug_1190__GEMCITABINE,532,0.186357712260108,1.51697768451081e-05,2.49855148037075e-05,Gemcitabine,1190,Pyrimidine antimetabolite,DNA replication,959,-1.053316,TRUE
KIRC,Drug_1259__TALAZOPARIB,532,-0.191956980886726,8.24864340557726e-06,1.49007751842686e-05,Talazoparib,1259,"PARP1, PARP2",Genome integrity,955,3.161281,TRUE
KIRC,Drug_1372__TRAMETINIB,532,-0.099544262443242,0.0216583753163114,0.0269526448380765,Trametinib,1372,"MEK1, MEK2",ERK MAPK signaling,965,0.540507,TRUE
KIRC,Drug_1441__AZD2014,532,0.223565161512552,1.8830963757572e-07,3.76619275151439e-07,AZD2014,1441,"mTORC1, mTORC2",PI3K/MTOR signaling,717,2.014818,TRUE
KIRC,Drug_1553__UPROSERTIB,532,0.384902058625433,3.13297386545961e-20,2.19308170582173e-19,Uprosertib,1553,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,897,2.9051,TRUE
KIRC,Drug_1560__ALPELISIB,532,0.29284822065658,5.56668348466192e-12,2.22667339386477e-11,Alpelisib,1560,PI3Kalpha,PI3K/MTOR signaling,964,3.3928615,TRUE
KIRC,Drug_1561__TASELISIB,532,0.20901651527617,1.1534396692732e-06,2.22733177514825e-06,Taselisib,1561,PI3K (beta sparing),PI3K/MTOR signaling,965,1.901128,TRUE
KIRC,Drug_1594__OSI_027,532,0.587571498147857,1.07330284879101e-50,6.01049595322966e-49,OSI-027,1594,"MTORC1, MTORC2",PI3K/MTOR signaling,959,2.511485,TRUE
KIRC,Drug_1613__VE_822,532,0.474953163428175,2.7472660963866e-31,3.07693802795299e-30,VE-822,1613,ATR,Genome integrity,893,3.125544,TRUE
KIRC,Drug_1615__CZC24832,532,0.0698894818692038,0.107356972055059,0.130695444240941,CZC24832,1615,PI3Kgamma,PI3K/MTOR signaling,893,5.183793,TRUE
KIRC,Drug_1736__SELUMETINIB,532,-0.240412300506728,1.96960125681495e-08,4.79555088615813e-08,Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,717,4.214499,TRUE
KIRC,Drug_1778__GSK2110183B,532,0.306461450474853,4.95430307418246e-13,2.13416132426321e-12,GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,717,3.505438,TRUE
KIRC,Drug_1806__OXALIPLATIN,532,0.365779300223721,2.75926279204546e-18,1.54518716354546e-17,Oxaliplatin,1806,DNA alkylating agent,DNA replication,717,5.185118,TRUE
KIRC,Drug_1819__DOCETAXEL,532,0.20665123552354,1.53050985908135e-06,2.85695173695185e-06,Docetaxel,1819,Microtubule stabiliser,Mitosis,670,-2.538492,TRUE
KIRC,Drug_1873__BUPARLISIB,532,-0.0314095729991816,0.469716714448615,0.505848769406201,Buparlisib,1873,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,957,0.993008,TRUE
KIRC,Drug_1912__AFURESERTIB,532,0.253630387221911,2.96452933705673e-09,8.30068214375883e-09,Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,956,2.4131465,TRUE
KIRC,Drug_1916__AZD5363,532,0.176594139018803,4.20680069833877e-05,6.54391219741586e-05,AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",957,2.858666,TRUE
KIRC,Drug_1917__AZD6738,532,0.158003126237064,0.000253401617528217,0.000383526772475139,AZD6738,1917,ATR,Genome integrity,957,1.970669,TRUE
KIRC,Drug_1918__AZD8186,532,-0.229679120369053,8.46645958461515e-08,1.82354514130172e-07,AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,957,3.162977,TRUE
KIRC,Drug_1919__OSIMERTINIB,532,0.481132554412074,3.56456249156127e-32,4.99038748818577e-31,Osimertinib,1919,EGFR,EGFR signaling,956,1.722364,TRUE
KIRC,Drug_1924__IPATASERTIB,532,0.0614041862056483,0.1572742184786,0.183486588225033,Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,957,3.487847,TRUE
KIRC,Drug_1926__GNE_317,532,-0.00872550569032369,0.840866443647886,0.840866443647886,GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,943,0.556985,TRUE
KIRC,Drug_2045__AMG_319,532,-0.0392741799804309,0.365951936418505,0.401829577243849,AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,949,4.924722,TRUE
KIRC,Drug_2046__MK_8776,532,0.153303330192432,0.00038722411906829,0.000570646070205901,MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,951,3.187491,TRUE
KIRC,Drug_2106__UPROSERTIB,532,0.0595536763809865,0.170188110148998,0.194500697313141,Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,736,2.7050635,TRUE
KIRC,Drug_2107__LJI308,532,0.0239558096436754,0.581412139740608,0.602945922693964,LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,953,5.019894,TRUE
KIRC,Drug_2111__VE821,532,0.238788212940211,2.46704894781678e-08,5.75644754490583e-08,VE821,2111,ATR,Genome integrity,950,3.9402775,TRUE
KIRC,Drug_2169__AZD6482,532,0.553421187719832,5.12101905330272e-44,1.43388533492476e-42,AZD6482,2169,PI3Kbeta,PI3K/MTOR signaling,266,3.3943365,TRUE
KIRC,Drug_2170__AT13148,532,-0.255963947136898,2.09807562103125e-09,6.18380183040791e-09,AT13148,2170,AKT1,PI3K/MTOR signaling,953,3.438764,TRUE
KIRC,Drug_2360__THR_101,532,0.234770871593395,4.27632356792889e-08,9.57896479216072e-08,THR-101,2360,Mutant RAS,PI3K/MTOR signaling,731,5.193065,TRUE
KIRC,Drug_2361__THR_102,532,-0.149330460376782,0.000549031365153376,0.000788352729451001,THR-102,2361,Mutant RAS,PI3K/MTOR signaling,731,4.99625,TRUE
KIRC,Drug_2362__THR_103,532,0.344695809546444,2.7482611996416e-16,1.39911479254482e-15,THR-103,2362,Mutant RAS,PI3K/MTOR signaling,731,4.493783,TRUE
KIRP,Drug_1005__CISPLATIN,290,0.111412288718838,0.0580934180755559,0.0663924778006353,Cisplatin,1005,DNA crosslinker,DNA replication,760,3.1021655,TRUE
KIRP,Drug_1007__DOCETAXEL,290,0.534827549304576,7.39581652293418e-23,2.43626897226067e-22,Docetaxel,1007,Microtubule stabiliser,Mitosis,966,-4.50888,TRUE
KIRP,Drug_1010__GEFITINIB,290,0.237475044805568,4.40431105515797e-05,5.87241474021062e-05,Gefitinib,1010,EGFR,EGFR signaling,957,3.258682,TRUE
KIRP,Drug_1014__REFAMETINIB,290,0.15841846493726,0.00686735938431836,0.00818238564940059,Refametinib,1014,"MEK1, MEK2",ERK MAPK signaling,946,2.5389975,TRUE
KIRP,Drug_1016__TEMSIROLIMUS,290,0.675812127824719,4.82457012518499e-40,3.85965610014799e-39,Temsirolimus,1016,MTOR,PI3K/MTOR signaling,921,1.134302,TRUE
KIRP,Drug_1017__OLAPARIB,290,0.100595972480709,0.0872604610295725,0.0958154081893345,Olaparib,1017,"PARP1, PARP2",Genome integrity,966,4.3531465,TRUE
KIRP,Drug_1018__VELIPARIB,290,0.632965089174458,7.15830588384493e-34,4.4540569943924e-33,Veliparib,1018,"PARP1, PARP2",Genome integrity,948,5.28497,TRUE
KIRP,Drug_1022__AZD7762,290,0.237849972384763,4.28003153649834e-05,5.84589673277823e-05,AZD7762,1022,"CHEK1, CHEK2",Cell cycle,960,0.0970545,TRUE
KIRP,Drug_1032__AFATINIB,290,0.529609069114357,2.27941169153141e-22,7.09150304031995e-22,Afatinib,1032,"EGFR, ERBB2",EGFR signaling,965,1.646094,TRUE
KIRP,Drug_1046__WEE1_INHIBITOR,290,0.390259017389604,5.4860769653099e-12,9.03589147227513e-12,Wee1 Inhibitor,1046,"WEE1, CHEK1",Cell cycle,956,1.8240615,TRUE
KIRP,Drug_1053__MK_2206,290,0.519291672253268,1.99422037972346e-21,5.31792101259589e-21,MK-2206,1053,"AKT1, AKT2",PI3K/MTOR signaling,967,2.75657,TRUE
KIRP,Drug_1057__DACTOLISIB,290,0.36994355174997,7.77277330521536e-11,1.20909806970017e-10,Dactolisib,1057,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,957,-1.67946,TRUE
KIRP,Drug_1058__PICTILISIB,290,0.514520448190987,5.30438847543754e-21,1.35020797556592e-20,Pictilisib,1058,PI3K (class 1),PI3K/MTOR signaling,966,1.141478,TRUE
KIRP,Drug_1059__AZD8055,290,0.606459874261492,1.62259184477172e-30,9.08651433072165e-30,AZD8055,1059,"MTORC1, MTORC2",PI3K/MTOR signaling,745,-0.155106,TRUE
KIRP,Drug_1060__PD0325901,290,-0.0774434564189742,0.188478133712756,0.202976451690661,PD0325901,1060,"MEK1, MEK2",ERK MAPK signaling,967,1.67305,TRUE
KIRP,Drug_1062__SELUMETINIB,290,0.296781010557754,2.62389911664912e-07,3.76765001365001e-07,Selumetinib,1062,"MEK1, MEK2",ERK MAPK signaling,948,3.578666,TRUE
KIRP,Drug_1080__PACLITAXEL,290,0.565345768595387,6.80808437512795e-26,2.72323375005118e-25,Paclitaxel,1080,Microtubule stabiliser,Mitosis,957,-3.321115,TRUE
KIRP,Drug_1084__RAPAMYCIN,290,0.577716410585062,3.23880856960962e-27,1.39517907613953e-26,Rapamycin,1084,MTORC1,PI3K/MTOR signaling,949,-1.958811,TRUE
KIRP,Drug_1089__OXALIPLATIN,290,0.472554636961119,1.54238818154053e-17,3.32206685254883e-17,Oxaliplatin,1089,DNA alkylating agent,DNA replication,966,3.84296,TRUE
KIRP,Drug_1129__PF_4708671,290,0.682919022777342,3.6092025236543e-41,3.36858902207735e-40,PF-4708671,1129,S6K1,PI3K/MTOR signaling,267,3.599153,TRUE
KIRP,Drug_1168__ERLOTINIB,290,0.0474802480327988,0.420518631153524,0.444321572539573,Erlotinib,1168,EGFR,EGFR signaling,954,2.8669695,TRUE
KIRP,Drug_1175__RUCAPARIB,290,0.510758379594493,1.13489906903292e-20,2.76323251590625e-20,Rucaparib,1175,"PARP1, PARP2",Genome integrity,947,4.01274,TRUE
KIRP,Drug_1177__NIRAPARIB,290,0.165049565967204,0.00483381243762045,0.0058846412284075,Niraparib,1177,"PARP1, PARP2",Genome integrity,893,4.38618,TRUE
KIRP,Drug_1179__MK_1775,290,0.165730044762515,0.00465937415241174,0.00579833227855683,MK-1775,1179,"WEE1, PLK1",Cell cycle,966,0.445436,TRUE
KIRP,Drug_1190__GEMCITABINE,290,0.224117880773522,0.000118512239580225,0.000154341521313781,Gemcitabine,1190,Pyrimidine antimetabolite,DNA replication,959,-1.053316,TRUE
KIRP,Drug_1259__TALAZOPARIB,290,-0.117756043677587,0.0451098686169269,0.0526281800530814,Talazoparib,1259,"PARP1, PARP2",Genome integrity,955,3.161281,TRUE
KIRP,Drug_1372__TRAMETINIB,290,-0.0218626569424951,0.71082822586169,0.723752375422811,Trametinib,1372,"MEK1, MEK2",ERK MAPK signaling,965,0.540507,TRUE
KIRP,Drug_1441__AZD2014,290,0.458073674253374,1.89278998124017e-16,3.65504272239482e-16,AZD2014,1441,"mTORC1, mTORC2",PI3K/MTOR signaling,717,2.014818,TRUE
KIRP,Drug_1553__UPROSERTIB,290,0.527267493852688,3.75346404773886e-22,1.10628414038619e-21,Uprosertib,1553,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,897,2.9051,TRUE
KIRP,Drug_1560__ALPELISIB,290,0.606020490628656,1.83313993937373e-30,9.33234878226625e-30,Alpelisib,1560,PI3Kalpha,PI3K/MTOR signaling,964,3.3928615,TRUE
KIRP,Drug_1561__TASELISIB,290,0.437987495033563,5.06367035708621e-15,9.45218466656093e-15,Taselisib,1561,PI3K (beta sparing),PI3K/MTOR signaling,965,1.901128,TRUE
KIRP,Drug_1594__OSI_027,290,0.675040131273856,6.36617612536126e-40,4.45632328775288e-39,OSI-027,1594,"MTORC1, MTORC2",PI3K/MTOR signaling,959,2.511485,TRUE
KIRP,Drug_1613__VE_822,290,0.689013810078516,3.68041807056284e-42,4.12206823903038e-41,VE-822,1613,ATR,Genome integrity,893,3.125544,TRUE
KIRP,Drug_1615__CZC24832,290,0.522569582401037,1.00921781234244e-21,2.82580987455885e-21,CZC24832,1615,PI3Kgamma,PI3K/MTOR signaling,893,5.183793,TRUE
KIRP,Drug_1736__SELUMETINIB,290,-0.0341826197449558,0.562073495192168,0.582891032051137,Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,717,4.214499,TRUE
KIRP,Drug_1778__GSK2110183B,290,0.550966656293014,2.00559070973143e-24,7.48753864966399e-24,GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,717,3.505438,TRUE
KIRP,Drug_1806__OXALIPLATIN,290,0.705446167509475,5.83837408721741e-45,1.08982982961392e-43,Oxaliplatin,1806,DNA alkylating agent,DNA replication,717,5.185118,TRUE
KIRP,Drug_1819__DOCETAXEL,290,0.464516819462776,6.2946374915998e-17,1.25892749831996e-16,Docetaxel,1819,Microtubule stabiliser,Mitosis,670,-2.538492,TRUE
KIRP,Drug_1873__BUPARLISIB,290,0.412780749781354,2.32886719285129e-13,4.20698589676361e-13,Buparlisib,1873,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,957,0.993008,TRUE
KIRP,Drug_1912__AFURESERTIB,290,0.504808249390804,3.70785728888993e-20,8.65166700740984e-20,Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,956,2.4131465,TRUE
KIRP,Drug_1916__AZD5363,290,0.470410858138868,2.25252065492593e-17,4.67189469169822e-17,AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",957,2.858666,TRUE
KIRP,Drug_1917__AZD6738,290,0.242151306895691,3.0718081294833e-05,4.30053138127662e-05,AZD6738,1917,ATR,Genome integrity,957,1.970669,TRUE
KIRP,Drug_1918__AZD8186,290,-0.0206670217489978,0.725990422813653,0.725990422813653,AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,957,3.162977,TRUE
KIRP,Drug_1919__OSIMERTINIB,290,0.504252746455225,4.13632119804107e-20,9.26535948361201e-20,Osimertinib,1919,EGFR,EGFR signaling,956,1.722364,TRUE
KIRP,Drug_1924__IPATASERTIB,290,0.308924826282325,7.87370732562807e-08,1.16033581640835e-07,Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,957,3.487847,TRUE
KIRP,Drug_1926__GNE_317,290,0.182761695883054,0.00177659204366726,0.0022611171464856,GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,943,0.556985,TRUE
