Cancer,DrugKey,Comparison,Test,N_Low,N_High,Median_Low,Median_High,Effect,P,FDR,Sensitive_Group,Drug_Value_Label,DrugName,DrugID,PutativeTarget,PathwayName,N_CellLines_GDSC2,Median_LN_IC50,IsPriorityDrug
CESC,Drug_1080__PACLITAXEL,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,-5.94476262528109,-5.88049985968268,0.0642627655984134,0.0455163759567557,0.0728262015308091,Low,log2_predicted_IC50,Paclitaxel,1080,Microtubule stabiliser,Mitosis,957,-3.321115,TRUE
CESC,Drug_1084__RAPAMYCIN,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,-3.1944803144348,-3.07184163073509,0.122638683699715,0.000402562240588726,0.00173411426715143,Low,log2_predicted_IC50,Rapamycin,1084,MTORC1,PI3K/MTOR signaling,949,-1.958811,TRUE
CESC,Drug_1089__OXALIPLATIN,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,4.9795245125405,5.01613657918328,0.0366120666427845,0.414355837573304,0.515642820091223,Low,log2_predicted_IC50,Oxaliplatin,1089,DNA alkylating agent,DNA replication,966,3.84296,TRUE
CESC,Drug_1129__PF_4708671,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,5.09828442445235,5.133548679354,0.0352642549016471,0.00808699902435522,0.0215653307316139,Low,log2_predicted_IC50,PF-4708671,1129,S6K1,PI3K/MTOR signaling,267,3.599153,TRUE
CESC,Drug_1168__ERLOTINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,2.72794452932644,2.99263721846952,0.264692689143078,0.00117002925546708,0.00436810922041043,Low,log2_predicted_IC50,Erlotinib,1168,EGFR,EGFR signaling,954,2.8669695,TRUE
CESC,Drug_1175__RUCAPARIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,5.40710636700677,5.57884677501408,0.17174040800731,3.26228717012919e-05,0.000228360101909044,Low,log2_predicted_IC50,Rucaparib,1175,"PARP1, PARP2",Genome integrity,947,4.01274,TRUE
CESC,Drug_1177__NIRAPARIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,5.61456961982433,5.74543146976705,0.13086184994272,0.117512766901056,0.173176709117346,Low,log2_predicted_IC50,Niraparib,1177,"PARP1, PARP2",Genome integrity,893,4.38618,TRUE
CESC,Drug_1179__MK_1775,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,-0.0827697319471217,-0.131598233826738,-0.0488285018796165,0.58497956656775,0.696996930378595,High,log2_predicted_IC50,MK-1775,1179,"WEE1, PLK1",Cell cycle,966,0.445436,TRUE
CESC,Drug_1190__GEMCITABINE,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,-3.34448948197588,-3.10763563723985,0.236853844736035,0.0355850272395901,0.0586106331005013,Low,log2_predicted_IC50,Gemcitabine,1190,Pyrimidine antimetabolite,DNA replication,959,-1.053316,TRUE
CESC,Drug_1259__TALAZOPARIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,3.33567910674824,3.27016956541536,-0.0655095413328781,0.986985486727738,0.986985486727738,High,log2_predicted_IC50,Talazoparib,1259,"PARP1, PARP2",Genome integrity,955,3.161281,TRUE
CESC,Drug_1372__TRAMETINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,-0.478470045227039,-0.0822649215570503,0.396205123669989,0.000341676808259394,0.00173411426715143,Low,log2_predicted_IC50,Trametinib,1372,"MEK1, MEK2",ERK MAPK signaling,965,0.540507,TRUE
CESC,Drug_1441__AZD2014,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,2.91081508211535,3.02438433666104,0.11356925454569,0.0116744550481954,0.0284247601173452,Low,log2_predicted_IC50,AZD2014,1441,"mTORC1, mTORC2",PI3K/MTOR signaling,717,2.014818,TRUE
CESC,Drug_1553__UPROSERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,3.12360460006579,3.17271614563437,0.049111545568576,0.976576202900134,0.986985486727738,Low,log2_predicted_IC50,Uprosertib,1553,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,897,2.9051,TRUE
CESC,Drug_1560__ALPELISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,4.14287092384352,4.29141062928299,0.148539705439468,0.0561578630056909,0.0873566757866303,Low,log2_predicted_IC50,Alpelisib,1560,PI3Kalpha,PI3K/MTOR signaling,964,3.3928615,TRUE
CESC,Drug_1561__TASELISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,1.41547119075839,1.68963722557997,0.274166034821579,0.019328171221882,0.037323365118117,Low,log2_predicted_IC50,Taselisib,1561,PI3K (beta sparing),PI3K/MTOR signaling,965,1.901128,TRUE
CESC,Drug_1594__OSI_027,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,3.6897163514146,3.86391523347892,0.174198882064323,1.38316743328945e-07,2.58191254214031e-06,Low,log2_predicted_IC50,OSI-027,1594,"MTORC1, MTORC2",PI3K/MTOR signaling,959,2.511485,TRUE
CESC,Drug_1613__VE_822,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,3.67795225859435,4.0104991436044,0.332546885010051,4.60664160432285e-05,0.000286635477602311,Low,log2_predicted_IC50,VE-822,1613,ATR,Genome integrity,893,3.125544,TRUE
CESC,Drug_1615__CZC24832,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,6.93113329744719,7.08994771173252,0.158814414285331,0.00473418345817732,0.0139533828241016,Low,log2_predicted_IC50,CZC24832,1615,PI3Kgamma,PI3K/MTOR signaling,893,5.183793,TRUE
CESC,Drug_1736__SELUMETINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,4.48363564360765,4.7090206143752,0.225384970767547,0.0288774767061773,0.0505355842358103,Low,log2_predicted_IC50,Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,717,4.214499,TRUE
CESC,Drug_1778__GSK2110183B,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,3.84517776301061,3.87552847177829,0.0303507087676831,0.779543589057702,0.855969431122183,Low,log2_predicted_IC50,GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,717,3.505438,TRUE
CESC,Drug_1806__OXALIPLATIN,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,6.79016307645334,7.03673003391369,0.246566957460355,0.00924814624633317,0.0235407358997572,Low,log2_predicted_IC50,Oxaliplatin,1806,DNA alkylating agent,DNA replication,717,5.185118,TRUE
CESC,Drug_1819__DOCETAXEL,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,-5.96941588720039,-5.52253803692886,0.446877850271525,0.01919355304407,0.037323365118117,Low,log2_predicted_IC50,Docetaxel,1819,Microtubule stabiliser,Mitosis,670,-2.538492,TRUE
CESC,Drug_1873__BUPARLISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,1.10667188886696,1.09179768827839,-0.0148742005885729,0.645517433083106,0.737734209237835,High,log2_predicted_IC50,Buparlisib,1873,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,957,0.993008,TRUE
CESC,Drug_1912__AFURESERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,3.13486622112247,3.15035736853069,0.0154911474082144,0.797623002220321,0.858978617775731,Low,log2_predicted_IC50,Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,956,2.4131465,TRUE
CESC,Drug_1916__AZD5363,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,3.80753408216368,3.84006410313561,0.0325300209719241,0.636178999962287,0.737734209237835,Low,log2_predicted_IC50,AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",957,2.858666,TRUE
CESC,Drug_1917__AZD6738,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,1.82999589228016,1.91090997685366,0.0809140845734984,0.138398365373961,0.198725857972867,Low,log2_predicted_IC50,AZD6738,1917,ATR,Genome integrity,957,1.970669,TRUE
CESC,Drug_1918__AZD8186,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,4.32782884304276,4.43611810190215,0.108289258859385,0.0236882780748467,0.0442181190730472,Low,log2_predicted_IC50,AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,957,3.162977,TRUE
CESC,Drug_1919__OSIMERTINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,1.45471627152822,1.81576207248379,0.361045800955569,9.60948519391103e-07,1.07626234171804e-05,Low,log2_predicted_IC50,Osimertinib,1919,EGFR,EGFR signaling,956,1.722364,TRUE
CESC,Drug_1924__IPATASERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,4.79829030065847,4.59149650267722,-0.206793797981259,0.00429144321691115,0.0133511566748347,High,log2_predicted_IC50,Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,957,3.487847,TRUE
CESC,Drug_1926__GNE_317,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,0.604512576131169,0.667109963588047,0.0625973874568776,0.240993831303793,0.321325108405057,Low,log2_predicted_IC50,GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,943,0.556985,TRUE
CESC,Drug_2045__AMG_319,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,6.68852475485882,6.94914535969291,0.260620604834092,0.000333241127179462,0.00173411426715143,Low,log2_predicted_IC50,AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,949,4.924722,TRUE
CESC,Drug_2046__MK_8776,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,4.18162166398778,4.40634543465731,0.224723770669531,0.00330212519238761,0.0108775888690416,Low,log2_predicted_IC50,MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,951,3.187491,TRUE
CESC,Drug_2106__UPROSERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,3.54493220521057,3.53295195107981,-0.0119802541307594,0.760588479289798,0.851859096804573,High,log2_predicted_IC50,Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,736,2.7050635,TRUE
CESC,Drug_2107__LJI308,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,6.68963228164952,6.81638313490355,0.126750853254032,0.0255200346925183,0.0461007078316459,Low,log2_predicted_IC50,LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,953,5.019894,TRUE
CESC,Drug_2111__VE821,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,5.07145215095596,5.13756899681205,0.0661168458560919,0.0132803631872047,0.0301857794822076,Low,log2_predicted_IC50,VE821,2111,ATR,Genome integrity,950,3.9402775,TRUE
CESC,Drug_2169__AZD6482,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,4.56669217821495,4.76218601614341,0.195493837928463,1.06045683638827e-09,2.96927914188715e-08,Low,log2_predicted_IC50,AZD6482,2169,PI3Kbeta,PI3K/MTOR signaling,266,3.3943365,TRUE
CESC,Drug_2170__AT13148,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,4.75629431585141,4.76158766250041,0.00529334664900549,0.862724398517273,0.899998865731994,Low,log2_predicted_IC50,AT13148,2170,AKT1,PI3K/MTOR signaling,953,3.438764,TRUE
CESC,Drug_2360__THR_101,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,6.80078810425258,6.93611995291479,0.135331848662213,0.0160842468283422,0.0333599193476728,Low,log2_predicted_IC50,THR-101,2360,Mutant RAS,PI3K/MTOR signaling,731,5.193065,TRUE
CESC,Drug_2361__THR_102,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,6.83058978870849,6.85774021434981,0.0271504256413166,0.867856049098709,0.899998865731994,Low,log2_predicted_IC50,THR-102,2361,Mutant RAS,PI3K/MTOR signaling,731,4.99625,TRUE
CESC,Drug_2362__THR_103,MO-DDRscore High vs Low,Wilcoxon rank-sum,152,152,6.26019939107724,6.33720197492276,0.0770025838455197,0.00588506275585364,0.0164781757163902,Low,log2_predicted_IC50,THR-103,2362,Mutant RAS,PI3K/MTOR signaling,731,4.493783,TRUE
CHOL,Drug_1005__CISPLATIN,MO-DDRscore High vs Low,Wilcoxon rank-sum,17,18,5.76587181519758,5.44561465722791,-0.320257157969677,0.231544036594143,0.917992279520064,High,log2_predicted_IC50,Cisplatin,1005,DNA crosslinker,DNA replication,760,3.1021655,TRUE
CHOL,Drug_1007__DOCETAXEL,MO-DDRscore High vs Low,Wilcoxon rank-sum,17,18,-5.13049777033674,-4.83130481426106,0.299192956075681,0.442808003975434,0.917992279520064,Low,log2_predicted_IC50,Docetaxel,1007,Microtubule stabiliser,Mitosis,966,-4.50888,TRUE
CHOL,Drug_1010__GEFITINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,17,18,4.99478469295192,5.135633801245,0.140849108293086,0.302614941729849,0.917992279520064,Low,log2_predicted_IC50,Gefitinib,1010,EGFR,EGFR signaling,957,3.258682,TRUE
CHOL,Drug_1014__REFAMETINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,17,18,2.75120763447947,2.32590636645727,-0.425301268022201,0.524567016868608,0.917992279520064,High,log2_predicted_IC50,Refametinib,1014,"MEK1, MEK2",ERK MAPK signaling,946,2.5389975,TRUE
CHOL,Drug_1016__TEMSIROLIMUS,MO-DDRscore High vs Low,Wilcoxon rank-sum,17,18,2.04375289297102,2.13233767912129,0.0885847861502631,0.231544036594143,0.917992279520064,Low,log2_predicted_IC50,Temsirolimus,1016,MTOR,PI3K/MTOR signaling,921,1.134302,TRUE
CHOL,Drug_1017__OLAPARIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,17,18,7.46319855817416,7.23723187659564,-0.225966681578524,0.482771918563021,0.917992279520064,High,log2_predicted_IC50,Olaparib,1017,"PARP1, PARP2",Genome integrity,966,4.3531465,TRUE
CHOL,Drug_1018__VELIPARIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,17,18,8.37115000644493,8.29833477686805,-0.0728152295768858,0.961028557667895,1,High,log2_predicted_IC50,Veliparib,1018,"PARP1, PARP2",Genome integrity,948,5.28497,TRUE
CHOL,Drug_1022__AZD7762,MO-DDRscore High vs Low,Wilcoxon rank-sum,17,18,1.1663323604713,1.25104083881223,0.0847084783409338,0.961028557667895,1,Low,log2_predicted_IC50,AZD7762,1022,"CHEK1, CHEK2",Cell cycle,960,0.0970545,TRUE
CHOL,Drug_1032__AFATINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,17,18,2.60560233168138,2.82843388250929,0.222831550827911,0.318363910673596,0.917992279520064,Low,log2_predicted_IC50,Afatinib,1032,"EGFR, ERBB2",EGFR signaling,965,1.646094,TRUE
CHOL,Drug_1046__WEE1_INHIBITOR,MO-DDRscore High vs Low,Wilcoxon rank-sum,17,18,3.70058880703476,3.97072346945306,0.270134662418299,0.386469225643391,0.917992279520064,Low,log2_predicted_IC50,Wee1 Inhibitor,1046,"WEE1, CHEK1",Cell cycle,956,1.8240615,TRUE
CHOL,Drug_1053__MK_2206,MO-DDRscore High vs Low,Wilcoxon rank-sum,17,18,4.61169550317582,4.6962139754711,0.0845184722952821,0.756873272842555,0.972902912471668,Low,log2_predicted_IC50,MK-2206,1053,"AKT1, AKT2",PI3K/MTOR signaling,967,2.75657,TRUE
CHOL,Drug_1057__DACTOLISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,17,18,-2.27617176774415,-2.27783357729708,-0.00166180955292239,0.462555598482372,0.917992279520064,High,log2_predicted_IC50,Dactolisib,1057,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,957,-1.67946,TRUE
CHOL,Drug_1058__PICTILISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,17,18,2.01971375658581,2.01658733332517,-0.00312642326064472,0.857791085054126,1,High,log2_predicted_IC50,Pictilisib,1058,PI3K (class 1),PI3K/MTOR signaling,966,1.141478,TRUE
