Cancer,DrugKey,Comparison,Test,N_Low,N_High,Median_Low,Median_High,Effect,P,FDR,Sensitive_Group,Drug_Value_Label,DrugName,DrugID,PutativeTarget,PathwayName,N_CellLines_GDSC2,Median_LN_IC50,IsPriorityDrug
TGCT,Drug_1613__VE_822,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,3.41436197784517,3.45909710897589,0.0447351311307243,0.470493852208715,0.627325136278287,Low,log2_predicted_IC50,VE-822,1613,ATR,Genome integrity,893,3.125544,TRUE
TGCT,Drug_1615__CZC24832,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,6.60754247359996,6.37406338310197,-0.233479090497984,0.11702367011413,0.312063120304346,High,log2_predicted_IC50,CZC24832,1615,PI3Kgamma,PI3K/MTOR signaling,893,5.183793,TRUE
TGCT,Drug_1736__SELUMETINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,5.40602185972274,5.41733402223004,0.0113121625072958,0.207967547623236,0.446438978867253,Low,log2_predicted_IC50,Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,717,4.214499,TRUE
TGCT,Drug_1778__GSK2110183B,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,4.09240553060067,3.79466650427137,-0.297739026329293,0.0353010919328137,0.123553821764848,High,log2_predicted_IC50,GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,717,3.505438,TRUE
TGCT,Drug_1806__OXALIPLATIN,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,5.37660339701409,5.20348929285482,-0.173114104159265,0.264275692120011,0.446438978867253,High,log2_predicted_IC50,Oxaliplatin,1806,DNA alkylating agent,DNA replication,717,5.185118,TRUE
TGCT,Drug_1819__DOCETAXEL,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,-6.11179222834832,-6.96109920853895,-0.849306980190634,0.0125675095799862,0.0469187024319484,High,log2_predicted_IC50,Docetaxel,1819,Microtubule stabiliser,Mitosis,670,-2.538492,TRUE
TGCT,Drug_1873__BUPARLISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,0.389788666677386,0.261969541251971,-0.127819125425414,0.00889471197106239,0.0383156823368841,High,log2_predicted_IC50,Buparlisib,1873,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,957,0.993008,TRUE
TGCT,Drug_1912__AFURESERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,3.12426736463229,3.02415916456695,-0.100108200065345,0.419017766412998,0.589658454771414,High,log2_predicted_IC50,Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,956,2.4131465,TRUE
TGCT,Drug_1916__AZD5363,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,3.45665742885794,3.26847030111462,-0.188187127743324,0.171256694617825,0.416972821678184,High,log2_predicted_IC50,AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",957,2.858666,TRUE
TGCT,Drug_1917__AZD6738,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,0.819606839385092,0.673018494146633,-0.146588345238459,0.279024361792033,0.446438978867253,High,log2_predicted_IC50,AZD6738,1917,ATR,Genome integrity,957,1.970669,TRUE
TGCT,Drug_1918__AZD8186,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,4.37335912105581,4.42808391273308,0.054724791677268,0.26588736980244,0.446438978867253,Low,log2_predicted_IC50,AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,957,3.162977,TRUE
TGCT,Drug_1919__OSIMERTINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,1.94360292461294,1.84951769647817,-0.0940852281347788,0.41685749412996,0.589658454771414,High,log2_predicted_IC50,Osimertinib,1919,EGFR,EGFR signaling,956,1.722364,TRUE
TGCT,Drug_1924__IPATASERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,4.67499874457355,4.52176362979166,-0.153235114781892,0.0096041884896297,0.0384167539585188,High,log2_predicted_IC50,Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,957,3.487847,TRUE
TGCT,Drug_1926__GNE_317,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,0.32524506171742,0.227535114196416,-0.0977099475210037,0.239402389736633,0.446438978867253,High,log2_predicted_IC50,GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,943,0.556985,TRUE
TGCT,Drug_2045__AMG_319,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,6.15775883400872,6.14989116383405,-0.00786767017466694,0.922149134805024,0.982007339528168,High,log2_predicted_IC50,AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,949,4.924722,TRUE
TGCT,Drug_2046__MK_8776,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,2.66958332605982,2.34373536991776,-0.325847956142064,0.256318414649681,0.446438978867253,High,log2_predicted_IC50,MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,951,3.187491,TRUE
TGCT,Drug_2106__UPROSERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,4.02989920009493,3.84146715511517,-0.188432044979763,0.0596837455274452,0.175909986817733,High,log2_predicted_IC50,Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,736,2.7050635,TRUE
TGCT,Drug_2107__LJI308,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,6.76177172748213,6.59795697727048,-0.163814750211648,0.262670762903612,0.446438978867253,High,log2_predicted_IC50,LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,953,5.019894,TRUE
TGCT,Drug_2111__VE821,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,4.65815653069269,4.53180537559038,-0.126351155102303,0.943066811393625,0.982007339528168,High,log2_predicted_IC50,VE821,2111,ATR,Genome integrity,950,3.9402775,TRUE
TGCT,Drug_2169__AZD6482,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,4.65672276696727,4.95557445525398,0.298851688286705,2.82388508023104e-05,0.00158137564492938,Low,log2_predicted_IC50,AZD6482,2169,PI3Kbeta,PI3K/MTOR signaling,266,3.3943365,TRUE
TGCT,Drug_2170__AT13148,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,4.82688075651612,4.47585603480401,-0.351024721712113,0.0423857147671274,0.13916795094578,High,log2_predicted_IC50,AT13148,2170,AKT1,PI3K/MTOR signaling,953,3.438764,TRUE
TGCT,Drug_2360__THR_101,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,6.61428419279325,6.41517171735034,-0.199112475442915,0.138622886002753,0.352858255279735,High,log2_predicted_IC50,THR-101,2360,Mutant RAS,PI3K/MTOR signaling,731,5.193065,TRUE
TGCT,Drug_2361__THR_102,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,6.45201367978443,6.25162883968393,-0.200384840100502,0.000940720538236254,0.010536070028246,High,log2_predicted_IC50,THR-102,2361,Mutant RAS,PI3K/MTOR signaling,731,4.99625,TRUE
TGCT,Drug_2362__THR_103,MO-DDRscore High vs Low,Wilcoxon rank-sum,75,75,5.62011758025686,5.27298547993544,-0.347132100321419,0.0760433756612232,0.212921451851425,High,log2_predicted_IC50,THR-103,2362,Mutant RAS,PI3K/MTOR signaling,731,4.493783,TRUE
THCA,Drug_1005__CISPLATIN,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,6.03666841501814,6.20246857017611,0.165800155157971,3.09106796233956e-05,3.84666235313368e-05,Low,log2_predicted_IC50,Cisplatin,1005,DNA crosslinker,DNA replication,760,3.1021655,TRUE
THCA,Drug_1007__DOCETAXEL,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,-5.69516185059256,-5.34313895142214,0.352022899170422,4.54844227450982e-22,1.95932897978884e-21,Low,log2_predicted_IC50,Docetaxel,1007,Microtubule stabiliser,Mitosis,966,-4.50888,TRUE
THCA,Drug_1010__GEFITINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,4.97398486144058,5.09229557567644,0.118310714235864,9.77053403466674e-12,1.60926442923923e-11,Low,log2_predicted_IC50,Gefitinib,1010,EGFR,EGFR signaling,957,3.258682,TRUE
THCA,Drug_1014__REFAMETINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,3.32138331869506,3.52405679023532,0.202673471540265,1.0244551770587e-05,1.33417418407644e-05,Low,log2_predicted_IC50,Refametinib,1014,"MEK1, MEK2",ERK MAPK signaling,946,2.5389975,TRUE
THCA,Drug_1016__TEMSIROLIMUS,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,2.29502412721897,2.81828440895286,0.523260281733887,1.15956252483564e-32,2.16451671302652e-31,Low,log2_predicted_IC50,Temsirolimus,1016,MTOR,PI3K/MTOR signaling,921,1.134302,TRUE
THCA,Drug_1017__OLAPARIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,6.92028202283576,6.9255236526294,0.00524162979363485,0.801259060706012,0.818235578912292,Low,log2_predicted_IC50,Olaparib,1017,"PARP1, PARP2",Genome integrity,966,4.3531465,TRUE
THCA,Drug_1018__VELIPARIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,8.29774847305284,8.5484287455056,0.250680272452762,1.32930948738624e-26,1.24068885489382e-25,Low,log2_predicted_IC50,Veliparib,1018,"PARP1, PARP2",Genome integrity,948,5.28497,TRUE
THCA,Drug_1022__AZD7762,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,1.3714166803105,1.65859742892247,0.287180748611969,4.4489229553868e-08,6.22849213754152e-08,Low,log2_predicted_IC50,AZD7762,1022,"CHEK1, CHEK2",Cell cycle,960,0.0970545,TRUE
THCA,Drug_1032__AFATINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,2.87482400448335,3.19692840683186,0.322104402348511,8.20109027053372e-28,1.14815263787472e-26,Low,log2_predicted_IC50,Afatinib,1032,"EGFR, ERBB2",EGFR signaling,965,1.646094,TRUE
THCA,Drug_1046__WEE1_INHIBITOR,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,3.35835047946772,3.56305405380512,0.204703574337404,1.45096862065436e-13,2.7084747585548e-13,Low,log2_predicted_IC50,Wee1 Inhibitor,1046,"WEE1, CHEK1",Cell cycle,956,1.8240615,TRUE
THCA,Drug_1053__MK_2206,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,4.82795447089378,5.03639537364662,0.20844090275283,3.69219515715242e-11,5.90751225144387e-11,Low,log2_predicted_IC50,MK-2206,1053,"AKT1, AKT2",PI3K/MTOR signaling,967,2.75657,TRUE
THCA,Drug_1057__DACTOLISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,-1.8052813746087,-1.51912282075165,0.286158553857052,5.09937254438296e-17,1.35983267850212e-16,Low,log2_predicted_IC50,Dactolisib,1057,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,957,-1.67946,TRUE
THCA,Drug_1058__PICTILISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,2.36333558126346,2.62984862247998,0.266513041216529,1.16689251842984e-20,4.08412381450445e-20,Low,log2_predicted_IC50,Pictilisib,1058,PI3K (class 1),PI3K/MTOR signaling,966,1.141478,TRUE
THCA,Drug_1059__AZD8055,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,0.428524176434,0.762509098864955,0.333984922430955,1.96475714796272e-22,9.16886669049269e-22,Low,log2_predicted_IC50,AZD8055,1059,"MTORC1, MTORC2",PI3K/MTOR signaling,745,-0.155106,TRUE
THCA,Drug_1060__PD0325901,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,1.72921968409289,1.83856589750244,0.109346213409551,0.0755158437729465,0.0813247548324039,Low,log2_predicted_IC50,PD0325901,1060,"MEK1, MEK2",ERK MAPK signaling,967,1.67305,TRUE
THCA,Drug_1062__SELUMETINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,5.44101979226633,5.73339594766664,0.292376155400313,9.44442446429875e-16,2.20369904166971e-15,Low,log2_predicted_IC50,Selumetinib,1062,"MEK1, MEK2",ERK MAPK signaling,948,3.578666,TRUE
THCA,Drug_1080__PACLITAXEL,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,-3.67276398295525,-3.28036703951131,0.392396943443936,7.66379439135006e-26,5.36465607394504e-25,Low,log2_predicted_IC50,Paclitaxel,1080,Microtubule stabiliser,Mitosis,957,-3.321115,TRUE
THCA,Drug_1084__RAPAMYCIN,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,-2.39491886754648,-2.10348780340406,0.291431064142418,7.13847773607613e-16,1.73806414443593e-15,Low,log2_predicted_IC50,Rapamycin,1084,MTORC1,PI3K/MTOR signaling,949,-1.958811,TRUE
THCA,Drug_1089__OXALIPLATIN,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,6.71949558866048,7.05816595567663,0.338670367016152,9.06138369478015e-17,2.30653403139858e-16,Low,log2_predicted_IC50,Oxaliplatin,1089,DNA alkylating agent,DNA replication,966,3.84296,TRUE
THCA,Drug_1129__PF_4708671,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,5.27778531855982,5.34158643775045,0.0638011191906314,4.35241817685094e-26,3.48193454148075e-25,Low,log2_predicted_IC50,PF-4708671,1129,S6K1,PI3K/MTOR signaling,267,3.599153,TRUE
THCA,Drug_1168__ERLOTINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,4.36844202062404,4.44687066813596,0.0784286475119185,2.47781084505175e-05,3.15357743915678e-05,Low,log2_predicted_IC50,Erlotinib,1168,EGFR,EGFR signaling,954,2.8669695,TRUE
THCA,Drug_1175__RUCAPARIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,6.45791489681741,6.65839809666884,0.20048319985143,4.71934604225694e-13,8.52527026988351e-13,Low,log2_predicted_IC50,Rucaparib,1175,"PARP1, PARP2",Genome integrity,947,4.01274,TRUE
THCA,Drug_1177__NIRAPARIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,6.59109685984113,6.6736806634415,0.082583803600377,0.0424857302423231,0.0466509979131391,Low,log2_predicted_IC50,Niraparib,1177,"PARP1, PARP2",Genome integrity,893,4.38618,TRUE
THCA,Drug_1179__MK_1775,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,1.49225890468406,1.634095730282,0.141836825597938,4.29888767270689e-05,5.23342847112143e-05,Low,log2_predicted_IC50,MK-1775,1179,"WEE1, PLK1",Cell cycle,966,0.445436,TRUE
THCA,Drug_1190__GEMCITABINE,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,-0.648060729566539,-0.0476606954040232,0.600400034162516,1.4424453052823e-14,2.8848906105646e-14,Low,log2_predicted_IC50,Gemcitabine,1190,Pyrimidine antimetabolite,DNA replication,959,-1.053316,TRUE
THCA,Drug_1259__TALAZOPARIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,4.93382931852185,4.97724737324871,0.0434180547268603,0.803624229288858,0.818235578912292,Low,log2_predicted_IC50,Talazoparib,1259,"PARP1, PARP2",Genome integrity,955,3.161281,TRUE
THCA,Drug_1372__TRAMETINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,-0.118072567494906,0.0688528976840197,0.186925465178926,0.0408908476992722,0.0457977494231849,Low,log2_predicted_IC50,Trametinib,1372,"MEK1, MEK2",ERK MAPK signaling,965,0.540507,TRUE
THCA,Drug_1441__AZD2014,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,3.66517142312296,3.88247734059737,0.217305917474415,1.40164908126529e-12,2.45288589221426e-12,Low,log2_predicted_IC50,AZD2014,1441,"mTORC1, mTORC2",PI3K/MTOR signaling,717,2.014818,TRUE
THCA,Drug_1553__UPROSERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,5.07142203414314,5.31334100507653,0.241918970933384,1.25544334335829e-14,2.6038824899283e-14,Low,log2_predicted_IC50,Uprosertib,1553,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,897,2.9051,TRUE
THCA,Drug_1560__ALPELISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,5.71077249325311,5.93489882474037,0.224126331487256,2.53204474694391e-17,7.46286872783468e-17,Low,log2_predicted_IC50,Alpelisib,1560,PI3Kalpha,PI3K/MTOR signaling,964,3.3928615,TRUE
THCA,Drug_1561__TASELISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,3.5709546737192,3.86578553079607,0.294830857076873,5.01630525457119e-15,1.12365237702395e-14,Low,log2_predicted_IC50,Taselisib,1561,PI3K (beta sparing),PI3K/MTOR signaling,965,1.901128,TRUE
THCA,Drug_1594__OSI_027,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,4.09952128040536,4.37009029631138,0.270569015906021,3.82834189837838e-27,4.28774292618378e-26,Low,log2_predicted_IC50,OSI-027,1594,"MTORC1, MTORC2",PI3K/MTOR signaling,959,2.511485,TRUE
THCA,Drug_1613__VE_822,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,5.41812036283149,6.01278192684131,0.594661564009817,1.42040195677498e-39,3.97712547896993e-38,Low,log2_predicted_IC50,VE-822,1613,ATR,Genome integrity,893,3.125544,TRUE
THCA,Drug_1615__CZC24832,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,8.06688191797817,8.24058625083131,0.173704332853132,2.44557028660965e-19,7.60844089167447e-19,Low,log2_predicted_IC50,CZC24832,1615,PI3Kgamma,PI3K/MTOR signaling,893,5.183793,TRUE
THCA,Drug_1736__SELUMETINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,6.44817736188445,6.54195096453083,0.0937736026463831,0.107194134208698,0.113261726711077,Low,log2_predicted_IC50,Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,717,4.214499,TRUE
THCA,Drug_1778__GSK2110183B,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,6.05346951864575,6.31543294509931,0.261963426453558,2.38041777483128e-10,3.60279447001491e-10,Low,log2_predicted_IC50,GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,717,3.505438,TRUE
THCA,Drug_1806__OXALIPLATIN,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,7.99356058525107,8.33578671885725,0.342226133606181,1.04589420942596e-25,6.50778619198375e-25,Low,log2_predicted_IC50,Oxaliplatin,1806,DNA alkylating agent,DNA replication,717,5.185118,TRUE
THCA,Drug_1819__DOCETAXEL,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,-1.34996787996817,-0.700581402914544,0.649386477053624,3.37764941081332e-17,9.4574183502773e-17,Low,log2_predicted_IC50,Docetaxel,1819,Microtubule stabiliser,Mitosis,670,-2.538492,TRUE
THCA,Drug_1873__BUPARLISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,2.05893271299035,2.18475262317142,0.125819910181072,4.14488995607408e-11,6.44760659833745e-11,Low,log2_predicted_IC50,Buparlisib,1873,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,957,0.993008,TRUE
THCA,Drug_1912__AFURESERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,4.69626264479863,4.96603680543546,0.269774160636835,1.95750998585675e-14,3.78001928303372e-14,Low,log2_predicted_IC50,Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,956,2.4131465,TRUE
THCA,Drug_1916__AZD5363,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,5.01616905310934,5.25530293945276,0.239133886343422,1.32132570930095e-09,1.91178361099118e-09,Low,log2_predicted_IC50,AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",957,2.858666,TRUE
THCA,Drug_1917__AZD6738,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,3.95238311536798,4.3259204406531,0.373537325285123,2.36460098474382e-12,4.01265621653497e-12,Low,log2_predicted_IC50,AZD6738,1917,ATR,Genome integrity,957,1.970669,TRUE
THCA,Drug_1918__AZD8186,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,5.06976763276125,5.05046527765783,-0.0193023551034273,0.935887596788271,0.935887596788271,High,log2_predicted_IC50,AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,957,3.162977,TRUE
THCA,Drug_1919__OSIMERTINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,2.89391946920943,3.15703879914498,0.263119329935543,4.87026636872435e-23,2.47940833316876e-22,Low,log2_predicted_IC50,Osimertinib,1919,EGFR,EGFR signaling,956,1.722364,TRUE
THCA,Drug_1924__IPATASERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,5.93691273625655,6.00467470787535,0.0677619716188023,0.00237149981965416,0.00276674978959652,Low,log2_predicted_IC50,Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,957,3.487847,TRUE
THCA,Drug_1926__GNE_317,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,1.34514656819101,1.44515823445516,0.100011666264152,1.37974819020606e-06,1.83966425360807e-06,Low,log2_predicted_IC50,GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,943,0.556985,TRUE
THCA,Drug_2045__AMG_319,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,7.70943291727095,7.89382174500137,0.184388827730425,1.33142072908314e-09,1.91178361099118e-09,Low,log2_predicted_IC50,AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,949,4.924722,TRUE
THCA,Drug_2046__MK_8776,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,5.84725487709476,6.18825671767306,0.3410018405783,4.30240622078188e-20,1.41726322566932e-19,Low,log2_predicted_IC50,MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,951,3.187491,TRUE
THCA,Drug_2106__UPROSERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,5.50206181933132,5.62900533731085,0.126943517979527,0.00026817019355218,0.000319521932743023,Low,log2_predicted_IC50,Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,736,2.7050635,TRUE
THCA,Drug_2107__LJI308,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,7.57634273732506,7.70889085410934,0.132548116784276,6.48785807627237e-15,1.3973848164279e-14,Low,log2_predicted_IC50,LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,953,5.019894,TRUE
THCA,Drug_2111__VE821,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,6.76132112712642,7.06445294961122,0.3031318224848,1.07637199292343e-20,4.01845544024746e-20,Low,log2_predicted_IC50,VE821,2111,ATR,Genome integrity,950,3.9402775,TRUE
THCA,Drug_2169__AZD6482,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,5.00884826113033,5.2792985879901,0.270450326859775,3.26945229784408e-44,1.83089328679269e-42,Low,log2_predicted_IC50,AZD6482,2169,PI3Kbeta,PI3K/MTOR signaling,266,3.3943365,TRUE
THCA,Drug_2170__AT13148,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,5.94263503008207,6.0572992215886,0.114664191506533,0.0358640515782524,0.0409874875180027,Low,log2_predicted_IC50,AT13148,2170,AKT1,PI3K/MTOR signaling,953,3.438764,TRUE
THCA,Drug_2360__THR_101,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,8.00210087134138,8.19959308935239,0.197492218011012,1.23624265538432e-23,6.92295887015221e-23,Low,log2_predicted_IC50,THR-101,2360,Mutant RAS,PI3K/MTOR signaling,731,5.193065,TRUE
THCA,Drug_2361__THR_102,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,8.09676904429804,8.23053249133981,0.133763447041769,1.58815651068728e-07,2.16918938045092e-07,Low,log2_predicted_IC50,THR-102,2361,Mutant RAS,PI3K/MTOR signaling,731,4.99625,TRUE
THCA,Drug_2362__THR_103,MO-DDRscore High vs Low,Wilcoxon rank-sum,252,252,7.17166854504776,7.37495635217788,0.203287807130127,3.06840354298007e-21,1.22736141719203e-20,Low,log2_predicted_IC50,THR-103,2362,Mutant RAS,PI3K/MTOR signaling,731,4.493783,TRUE
THYM,Drug_1005__CISPLATIN,MO-DDRscore High vs Low,Wilcoxon rank-sum,60,60,2.3866593145736,1.90490678732648,-0.481752527247119,0.0333103092863436,0.186537732003524,High,log2_predicted_IC50,Cisplatin,1005,DNA crosslinker,DNA replication,760,3.1021655,TRUE
THYM,Drug_1007__DOCETAXEL,MO-DDRscore High vs Low,Wilcoxon rank-sum,60,60,-7.60663508191242,-7.64618178576822,-0.0395467038557991,0.441937487509149,0.538010854358964,High,log2_predicted_IC50,Docetaxel,1007,Microtubule stabiliser,Mitosis,966,-4.50888,TRUE
THYM,Drug_1010__GEFITINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,60,60,4.00755127129871,3.90248388987691,-0.105067381421802,0.295051871656304,0.40299767835983,High,log2_predicted_IC50,Gefitinib,1010,EGFR,EGFR signaling,957,3.258682,TRUE
THYM,Drug_1014__REFAMETINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,60,60,3.44713789946128,3.44738600433778,0.00024810487650706,0.234511808633876,0.336734904705053,Low,log2_predicted_IC50,Refametinib,1014,"MEK1, MEK2",ERK MAPK signaling,946,2.5389975,TRUE
THYM,Drug_1016__TEMSIROLIMUS,MO-DDRscore High vs Low,Wilcoxon rank-sum,60,60,0.29961600187887,0.418829483618556,0.119213481739686,0.699663347027669,0.753483604491336,Low,log2_predicted_IC50,Temsirolimus,1016,MTOR,PI3K/MTOR signaling,921,1.134302,TRUE
THYM,Drug_1017__OLAPARIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,60,60,4.53441513685586,3.85158107110536,-0.6828340657505,0.0129467583285679,0.103574066628543,High,log2_predicted_IC50,Olaparib,1017,"PARP1, PARP2",Genome integrity,966,4.3531465,TRUE
THYM,Drug_1018__VELIPARIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,60,60,6.72058458310915,6.51721598198774,-0.203368601121419,0.0885337720142296,0.218613934181109,High,log2_predicted_IC50,Veliparib,1018,"PARP1, PARP2",Genome integrity,948,5.28497,TRUE
THYM,Drug_1022__AZD7762,MO-DDRscore High vs Low,Wilcoxon rank-sum,60,60,-1.17073104039999,-1.7260512599456,-0.555320219545614,0.053746411550574,0.20065326978881,High,log2_predicted_IC50,AZD7762,1022,"CHEK1, CHEK2",Cell cycle,960,0.0970545,TRUE
THYM,Drug_1032__AFATINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,60,60,1.9295891495115,1.76840836098932,-0.161180788522175,0.500025208285643,0.583362742999917,High,log2_predicted_IC50,Afatinib,1032,"EGFR, ERBB2",EGFR signaling,965,1.646094,TRUE
THYM,Drug_1046__WEE1_INHIBITOR,MO-DDRscore High vs Low,Wilcoxon rank-sum,60,60,1.31931362123429,0.836838514401907,-0.482475106832383,0.0216599066222574,0.144389040694856,High,log2_predicted_IC50,Wee1 Inhibitor,1046,"WEE1, CHEK1",Cell cycle,956,1.8240615,TRUE
THYM,Drug_1053__MK_2206,MO-DDRscore High vs Low,Wilcoxon rank-sum,60,60,3.20243502456998,2.74593405419576,-0.456500970374217,0.0511916969128093,0.20065326978881,High,log2_predicted_IC50,MK-2206,1053,"AKT1, AKT2",PI3K/MTOR signaling,967,2.75657,TRUE
